Time(sec),Saturation
42.6333333333,0.41044
42.6666666667,0.41124
42.7,0.41205
42.7333333333,0.41285
42.7666666667,0.41365
42.8,0.41446
42.8333333333,0.41526
42.8666666667,0.41606
42.9,0.41687
42.9333333333,0.41767
42.9666666667,0.41847
43,0.41928
43.0333333333,0.42008
43.0666666667,0.42088
43.1,0.42169
43.1333333333,0.42249
43.1666666667,0.42329
43.2,0.4241
43.2333333333,0.4249
43.2666666667,0.4257
43.3,0.42651
43.3333333333,0.42731
43.3666666667,0.42811
43.4,0.42892
43.4333333333,0.42972
43.4666666667,0.43052
43.5,0.43133
43.5333333333,0.43213
43.5666666667,0.43293
43.6,0.43373
43.6333333333,0.43454
43.6666666667,0.43534
43.7,0.43614
43.7333333333,0.43695
43.7666666667,0.43775
43.8,0.43855
43.8333333333,0.43936
43.8666666667,0.44016
43.9,0.44096
43.9333333333,0.44177
43.9666666667,0.44257
44,0.44337
44.0333333333,0.44418
44.0666666667,0.44498
44.1,0.44578
44.1333333333,0.44659
44.1666666667,0.44739
44.2,0.44819
44.2333333333,0.449
44.2666666667,0.4498
44.3,0.4506
44.3333333333,0.45141
44.3666666667,0.45221
44.4,0.45301
44.4333333333,0.45382
44.4666666667,0.45462
44.5,0.45542
44.5333333333,0.45622
44.5666666667,0.45703
44.6,0.45783
44.6333333333,0.45863
44.6666666667,0.45944
44.7,0.46024
44.7333333333,0.46104
44.7666666667,0.46185
44.8,0.46265
44.8333333333,0.46345
44.8666666667,0.46426
44.9,0.46506
44.9333333333,0.46586
44.9666666667,0.46667
45,0.46667
45.0333333333,0.46667
45.0666666667,0.46667
45.1,0.46667
45.1333333333,0.46667
45.1666666667,0.46667
45.2,0.46667
45.2333333333,0.46667
45.2666666667,0.46667
45.3,0.46667
45.3333333333,0.46667
45.3666666667,0.46667
45.4,0.46667
45.4333333333,0.46667
45.4666666667,0.46667
45.5,0.46667
45.5333333333,0.46667
45.5666666667,0.46667
45.6,0.46667
45.6333333333,0.46667
45.6666666667,0.46667
45.7,0.46667
45.7333333333,0.46667
45.7666666667,0.46667
45.8,0.46667
45.8333333333,0.46667
45.8666666667,0.46667
45.9,0.46667
45.9333333333,0.46667
45.9666666667,0.46667
46,0.46667
46.0333333333,0.46667
46.0666666667,0.46667
46.1,0.46667
46.1333333333,0.46667
46.1666666667,0.46667
46.2,0.46667
46.2333333333,0.46667
46.2666666667,0.46667
46.3,0.46667
46.3333333333,0.46667
46.3666666667,0.46667
46.4,0.46667
46.4333333333,0.46667
46.4666666667,0.46667
46.5,0.46667
46.5333333333,0.46667
46.5666666667,0.46667
46.6,0.46667
46.6333333333,0.46667
46.6666666667,0.46667
46.7,0.46667
46.7333333333,0.46667
46.7666666667,0.46667
46.8,0.46667
46.8333333333,0.46667
46.8666666667,0.46667
46.9,0.46667
46.9333333333,0.46667
46.9666666667,0.46667
47,0.46667
47.0333333333,0.46667
47.0666666667,0.46667
47.1,0.46667
47.1333333333,0.46667
47.1666666667,0.46667
47.2,0.46667
47.2333333333,0.46667
47.2666666667,0.46667
47.3,0.46667
47.3333333333,0.46667
47.3666666667,0.46667
47.4,0.46667
47.4333333333,0.46667
47.4666666667,0.46667
47.5,0.46667
47.5333333333,0.46667
47.5666666667,0.46667
47.6,0.46667
47.6333333333,0.46667
47.6666666667,0.46667
47.7,0.46667
47.7333333333,0.46667
47.7666666667,0.46667
47.8,0.46667
47.8333333333,0.46667
47.8666666667,0.46667
47.9,0.46667
47.9333333333,0.46667
47.9666666667,0.46667
48,0.46667
48.0333333333,0.46667
48.0666666667,0.46667
48.1,0.46667
48.1333333333,0.46667
48.1666666667,0.46667
48.2,0.46667
48.2333333333,0.46667
48.2666666667,0.46667
48.3,0.46667
48.3333333333,0.46667
48.3666666667,0.46667
48.4,0.46667
48.4333333333,0.46667
48.4666666667,0.46667
48.5,0.46667
48.5333333333,0.46667
48.5666666667,0.46667
48.6,0.46667
48.6333333333,0.46667
48.6666666667,0.46667
48.7,0.46667
48.7333333333,0.46667
48.7666666667,0.46667
48.8,0.46667
48.8333333333,0.46667
48.8666666667,0.46667
48.9,0.46667
48.9333333333,0.46667
48.9666666667,0.46667
49,0.46667
49.0333333333,0.46667
49.0666666667,0.46667
49.1,0.46667
49.1333333333,0.46667
49.1666666667,0.46667
49.2,0.46667
49.2333333333,0.46667
49.2666666667,0.46667
49.3,0.46667
49.3333333333,0.46667
49.3666666667,0.46667
49.4,0.46667
49.4333333333,0.46667
49.4666666667,0.46667
49.5,0.46667
49.5333333333,0.46667
49.5666666667,0.46667
49.6,0.46667
49.6333333333,0.46667
49.6666666667,0.46667
49.7,0.46667
49.7333333333,0.46667
49.7666666667,0.46667
49.8,0.46667
49.8333333333,0.46667
49.8666666667,0.46667
49.9,0.46667
49.9333333333,0.46667
49.9666666667,0.46667
50,0.46667
50.0333333333,0.46667
50.0666666667,0.46667
50.1,0.46667
50.1333333333,0.46667
50.1666666667,0.46667
50.2,0.46667
50.2333333333,0.46667
50.2666666667,0.46667
50.3,0.46667
50.3333333333,0.46667
50.3666666667,0.46667
50.4,0.46667
50.4333333333,0.46667
50.4666666667,0.46667
50.5,0.46667
50.5333333333,0.46667
50.5666666667,0.46667
50.6,0.46667
50.6333333333,0.46667
50.6666666667,0.46667
50.7,0.46667
50.7333333333,0.46667
50.7666666667,0.46667
50.8,0.46667
50.8333333333,0.46667
50.8666666667,0.46667
50.9,0.46667
50.9333333333,0.46667
50.9666666667,0.46667
51,0.46667
51.0333333333,0.46667
51.0666666667,0.46667
51.1,0.46667
51.1333333333,0.46667
51.1666666667,0.46667
51.2,0.46667
51.2333333333,0.46667
51.2666666667,0.46667
51.3,0.46667
51.3333333333,0.46667
51.3666666667,0.46667
51.4,0.46667
51.4333333333,0.46667
51.4666666667,0.46667
51.5,0.46667
51.5333333333,0.46667
51.5666666667,0.46667
51.6,0.46667
51.6333333333,0.46667
51.6666666667,0.46667
51.7,0.46555
51.7333333333,0.46444
51.7666666667,0.46332
51.8,0.46221
51.8333333333,0.46109
51.8666666667,0.45998
51.9,0.45886
51.9333333333,0.45775
51.9666666667,0.45663
52,0.45552
52.0333333333,0.4544
52.0666666667,0.45329
52.1,0.45217
52.1333333333,0.45106
52.1666666667,0.44994
52.2,0.44883
52.2333333333,0.44771
52.2666666667,0.4466
52.3,0.44548
52.3333333333,0.44437
52.3666666667,0.44326
52.4,0.44214
52.4333333333,0.44103
52.4666666667,0.43991
52.5,0.4388
52.5333333333,0.43768
52.5666666667,0.43657
52.6,0.43545
52.6333333333,0.43434
52.6666666667,0.43322
52.7,0.43211
52.7333333333,0.43099
52.7666666667,0.42988
52.8,0.42876
52.8333333333,0.42765
52.8666666667,0.42653
52.9,0.42542
52.9333333333,0.4243
52.9666666667,0.42319
53,0.42207
53.0333333333,0.42096
53.0666666667,0.41984
53.1,0.41873
53.1333333333,0.41761
53.1666666667,0.4165
53.2,0.41538
53.2333333333,0.41427
53.2666666667,0.41315
53.3,0.41204
53.3333333333,0.41093
53.3666666667,0.40981
53.4,0.4087
53.4333333333,0.40758
53.4666666667,0.40647
53.5,0.40535
53.5333333333,0.40424
53.5666666667,0.40312
53.6,0.40201
53.6333333333,0.40089
53.6666666667,0.39978
53.7,0.39866
53.7333333333,0.39755
53.7666666667,0.39643
53.8,0.39532
53.8333333333,0.3942
53.8666666667,0.39309
53.9,0.39197
53.9333333333,0.39086
53.9666666667,0.38974
54,0.38863
54.0333333333,0.38751
54.0666666667,0.3864
54.1,0.38528
54.1333333333,0.38417
54.1666666667,0.38305
54.2,0.38194
54.2333333333,0.38082
54.2666666667,0.37971
54.3,0.3786
54.3333333333,0.37748
54.3666666667,0.37637
54.4,0.37525
54.4333333333,0.37414
54.4666666667,0.37302
54.5,0.37191
54.5333333333,0.37079
54.5666666667,0.36968
54.6,0.36856
54.6333333333,0.36745
54.6666666667,0.36633
54.7,0.36522
54.7333333333,0.3641
54.7666666667,0.36299
54.8,0.36187
54.8333333333,0.36076
54.8666666667,0.35964
54.9,0.35853
54.9333333333,0.35741
54.9666666667,0.3563
55,0.35518
55.0333333333,0.35407
55.0666666667,0.35295
55.1,0.35184
55.1333333333,0.35072
55.1666666667,0.34961
55.2,0.34849
55.2333333333,0.34738
55.2666666667,0.34627
55.3,0.34515
55.3333333333,0.34404
55.3666666667,0.34292
55.4,0.34181
55.4333333333,0.34069
55.4666666667,0.33958
55.5,0.33846
55.5333333333,0.33735
55.5666666667,0.33623
55.6,0.33512
55.6333333333,0.334
55.6666666667,0.33289
55.7,0.33177
55.7333333333,0.33066
55.7666666667,0.32954
55.8,0.32843
55.8333333333,0.32731
55.8666666667,0.3262
55.9,0.32508
55.9333333333,0.32397
55.9666666667,0.32285
56,0.32174
56.0333333333,0.32062
56.0666666667,0.31951
56.1,0.31839
56.1333333333,0.31728
56.1666666667,0.31616
56.2,0.31505
56.2333333333,0.31394
56.2666666667,0.31282
56.3,0.31171
56.3333333333,0.31059
56.3666666667,0.30948
56.4,0.30836
56.4333333333,0.30725
56.4666666667,0.30613
56.5,0.30502
56.5333333333,0.3039
56.5666666667,0.30279
56.6,0.30167
56.6333333333,0.30056
56.6666666667,0.29944
56.7,0.29833
56.7333333333,0.29721
56.7666666667,0.2961
56.8,0.29498
56.8333333333,0.29387
56.8666666667,0.29275
56.9,0.29164
56.9333333333,0.29052
56.9666666667,0.28941
57,0.28829
57.0333333333,0.28718
57.0666666667,0.28606
57.1,0.28495
57.1333333333,0.28384
57.1666666667,0.28272
57.2,0.28161
57.2333333333,0.28049
57.2666666667,0.27938
57.3,0.27826
57.3333333333,0.27715
57.3666666667,0.27603
57.4,0.27492
57.4333333333,0.2738
57.4666666667,0.27269
57.5,0.27157
57.5333333333,0.27046
57.5666666667,0.26934
57.6,0.26823
57.6333333333,0.26711
57.6666666667,0.266
57.7,0.26488
57.7333333333,0.26377
57.7666666667,0.26265
57.8,0.26154
57.8333333333,0.26042
57.8666666667,0.25931
57.9,0.25819
57.9333333333,0.25708
57.9666666667,0.25596
58,0.25485
58.0333333333,0.25373
58.0666666667,0.25262
58.1,0.25151
58.1333333333,0.25039
58.1666666667,0.24928
58.2,0.24816
58.2333333333,0.24705
58.2666666667,0.24593
58.3,0.24482
58.3333333333,0.2437
58.3666666667,0.24259
58.4,0.24147
58.4333333333,0.24036
58.4666666667,0.23924
58.5,0.23813
58.5333333333,0.23701
58.5666666667,0.2359
58.6,0.23478
58.6333333333,0.23367
58.6666666667,0.23255
58.7,0.23144
58.7333333333,0.23032
58.7666666667,0.22921
58.8,0.22809
58.8333333333,0.22698
58.8666666667,0.22586
58.9,0.22475
58.9333333333,0.22363
58.9666666667,0.22252
59,0.2214
59.0333333333,0.22029
59.0666666667,0.21918
59.1,0.21806
59.1333333333,0.21695
59.1666666667,0.21583
59.2,0.21472
59.2333333333,0.2136
59.2666666667,0.21249
59.3,0.21137
59.3333333333,0.21026
59.3666666667,0.20914
59.4,0.20803
59.4333333333,0.20691
59.4666666667,0.2058
59.5,0.20468
59.5333333333,0.20357
59.5666666667,0.20245
59.6,0.20134
59.6333333333,0.20022
59.6666666667,0.19911
59.7,0.19799
59.7333333333,0.19688
59.7666666667,0.19576
59.8,0.19465
59.8333333333,0.19353
59.8666666667,0.19242
59.9,0.1913
59.9333333333,0.19019
59.9666666667,0.18907
60,0.18796
60.0333333333,0.18685
60.0666666667,0.18573
60.1,0.18462
60.1333333333,0.1835
60.1666666667,0.18239
60.2,0.18127
60.2333333333,0.18016
60.2666666667,0.17904
60.3,0.17793
60.3333333333,0.17681
60.3666666667,0.1757
60.4,0.17458
60.4333333333,0.17347
60.4666666667,0.17235
60.5,0.17124
60.5333333333,0.17012
60.5666666667,0.16901
60.6,0.16789
60.6333333333,0.16678
60.6666666667,0.16566
60.7,0.16455
60.7333333333,0.16343
60.7666666667,0.16232
60.8,0.1612
60.8333333333,0.16009
60.8666666667,0.15897
60.9,0.15786
60.9333333333,0.15674
60.9666666667,0.15563
61,0.15452
61.0333333333,0.1534
61.0666666667,0.15229
61.1,0.15117
61.1333333333,0.15006
61.1666666667,0.14894
61.2,0.14783
61.2333333333,0.14671
61.2666666667,0.1456
61.3,0.14448
61.3333333333,0.14337
61.3666666667,0.14225
61.4,0.14114
61.4333333333,0.14002
61.4666666667,0.13891
61.5,0.13779
61.5333333333,0.13668
61.5666666667,0.13556
61.6,0.13445
61.6333333333,0.13333
61.6666666667,0.13333
61.7,0.13603
61.7333333333,0.13872
61.7666666667,0.14141
61.8,0.14411
61.8333333333,0.1468
61.8666666667,0.14949
61.9,0.15219
61.9333333333,0.15488
61.9666666667,0.15758
62,0.16027
62.0333333333,0.16296
62.0666666667,0.16566
62.1,0.16835
62.1333333333,0.17104
62.1666666667,0.17374
62.2,0.17643
62.2333333333,0.17912
62.2666666667,0.18182
62.3,0.18451
62.3333333333,0.18721
62.3666666667,0.1899
62.4,0.19259
62.4333333333,0.19529
62.4666666667,0.19798
62.5,0.20067
62.5333333333,0.20337
62.5666666667,0.20606
62.6,0.20875
62.6333333333,0.21145
62.6666666667,0.21414
62.7,0.21684
62.7333333333,0.21953
62.7666666667,0.22222
62.8,0.22492
62.8333333333,0.22761
62.8666666667,0.2303
62.9,0.233
62.9333333333,0.23569
62.9666666667,0.23838
63,0.24108
63.0333333333,0.24377
63.0666666667,0.24646
63.1,0.24916
63.1333333333,0.25185
63.1666666667,0.25455
63.2,0.25724
63.2333333333,0.25993
63.2666666667,0.26263
63.3,0.26532
63.3333333333,0.26801
63.3666666667,0.27071
63.4,0.2734
63.4333333333,0.27609
63.4666666667,0.27879
63.5,0.28148
63.5333333333,0.28418
63.5666666667,0.28687
63.6,0.28956
63.6333333333,0.29226
63.6666666667,0.29495
63.7,0.29764
63.7333333333,0.30034
63.7666666667,0.30303
63.8,0.30572
63.8333333333,0.30842
63.8666666667,0.31111
63.9,0.3138
63.9333333333,0.3165
63.9666666667,0.31919
64,0.32189
64.0333333333,0.32458
64.0666666667,0.32727
64.1,0.32997
64.1333333333,0.33266
64.1666666667,0.33535
64.2,0.33805
64.2333333333,0.34074
64.2666666667,0.34343
64.3,0.34613
64.3333333333,0.34882
64.3666666667,0.35152
64.4,0.35421
64.4333333333,0.3569
64.4666666667,0.3596
64.5,0.36229
64.5333333333,0.36498
64.5666666667,0.36768
64.6,0.37037
64.6333333333,0.37306
64.6666666667,0.37576
64.7,0.37845
64.7333333333,0.38114
64.7666666667,0.38384
64.8,0.38653
64.8333333333,0.38923
64.8666666667,0.39192
64.9,0.39461
64.9333333333,0.39731
64.9666666667,0.4
65,0.4
65.0333333333,0.40337
65.0666666667,0.40673
65.1,0.4101
65.1333333333,0.41347
65.1666666667,0.41684
65.2,0.4202
65.2333333333,0.42357
65.2666666667,0.42694
65.3,0.4303
65.3333333333,0.43367
65.3666666667,0.43704
65.4,0.4404
65.4333333333,0.44377
65.4666666667,0.44714
65.5,0.45051
65.5333333333,0.45387
65.5666666667,0.45724
65.6,0.46061
65.6333333333,0.46397
65.6666666667,0.46734
65.7,0.47071
65.7333333333,0.47407
65.7666666667,0.47744
65.8,0.48081
65.8333333333,0.48418
65.8666666667,0.48754
65.9,0.49091
65.9333333333,0.49428
65.9666666667,0.49764
66,0.50101
66.0333333333,0.50438
66.0666666667,0.50774
66.1,0.51111
66.1333333333,0.51448
66.1666666667,0.51785
66.2,0.52121
66.2333333333,0.52458
66.2666666667,0.52795
66.3,0.53131
66.3333333333,0.53468
66.3666666667,0.53805
66.4,0.54141
66.4333333333,0.54478
66.4666666667,0.54815
66.5,0.55152
66.5333333333,0.55488
66.5666666667,0.55825
66.6,0.56162
66.6333333333,0.56498
66.6666666667,0.56835
66.7,0.57172
66.7333333333,0.57508
66.7666666667,0.57845
66.8,0.58182
66.8333333333,0.58519
66.8666666667,0.58855
66.9,0.59192
66.9333333333,0.59529
66.9666666667,0.59865
67,0.60202
67.0333333333,0.60539
67.0666666667,0.60875
67.1,0.61212
67.1333333333,0.61549
67.1666666667,0.61886
67.2,0.62222
67.2333333333,0.62559
67.2666666667,0.62896
67.3,0.63232
67.3333333333,0.63569
67.3666666667,0.63906
67.4,0.64242
67.4333333333,0.64579
67.4666666667,0.64916
67.5,0.65253
67.5333333333,0.65589
67.5666666667,0.65926
67.6,0.66263
67.6333333333,0.66599
67.6666666667,0.66936
67.7,0.67273
67.7333333333,0.67609
67.7666666667,0.67946
67.8,0.68283
67.8333333333,0.6862
67.8666666667,0.68956
67.9,0.69293
67.9333333333,0.6963
67.9666666667,0.69966
68,0.70303
68.0333333333,0.7064
68.0666666667,0.70976
68.1,0.71313
68.1333333333,0.7165
68.1666666667,0.71987
68.2,0.72323
68.2333333333,0.7266
68.2666666667,0.72997
68.3,0.73333
68.3333333333,0.73333
68.3666666667,0.73132
68.4,0.72931
68.4333333333,0.7273
68.4666666667,0.72529
68.5,0.72328
68.5333333333,0.72127
68.5666666667,0.71926
68.6,0.71725
68.6333333333,0.71524
68.6666666667,0.71323
68.7,0.71122
68.7333333333,0.70921
68.7666666667,0.7072
68.8,0.70519
68.8333333333,0.70318
68.8666666667,0.70117
68.9,0.69916
68.9333333333,0.69715
68.9666666667,0.69514
69,0.69313
69.0333333333,0.69112
69.0666666667,0.68911
69.1,0.6871
69.1333333333,0.68509
69.1666666667,0.68308
69.2,0.68107
69.2333333333,0.67906
69.2666666667,0.67705
69.3,0.67504
69.3333333333,0.67303
69.3666666667,0.67102
69.4,0.66901
69.4333333333,0.667
69.4666666667,0.66499
69.5,0.66298
69.5333333333,0.66097
69.5666666667,0.65896
69.6,0.65695
69.6333333333,0.65494
69.6666666667,0.65293
69.7,0.65092
69.7333333333,0.64891
69.7666666667,0.6469
69.8,0.64489
69.8333333333,0.64288
69.8666666667,0.64087
69.9,0.63886
69.9333333333,0.63685
69.9666666667,0.63484
70,0.63283
70.0333333333,0.63082
70.0666666667,0.62881
70.1,0.6268
70.1333333333,0.62479
70.1666666667,0.62278
70.2,0.62077
70.2333333333,0.61876
70.2666666667,0.61675
70.3,0.61474
70.3333333333,0.61273
70.3666666667,0.61072
70.4,0.60871
70.4333333333,0.6067
70.4666666667,0.60469
70.5,0.60268
70.5333333333,0.60067
70.5666666667,0.59866
70.6,0.59665
70.6333333333,0.59464
70.6666666667,0.59263
70.7,0.59062
70.7333333333,0.58861
70.7666666667,0.5866
70.8,0.58459
70.8333333333,0.58258
70.8666666667,0.58057
70.9,0.57856
70.9333333333,0.57655
70.9666666667,0.57454
71,0.57253
71.0333333333,0.57052
71.0666666667,0.56851
71.1,0.5665
71.1333333333,0.56449
71.1666666667,0.56248
71.2,0.56047
71.2333333333,0.55846
71.2666666667,0.55645
71.3,0.55444
71.3333333333,0.55243
71.3666666667,0.55042
71.4,0.54841
71.4333333333,0.5464
71.4666666667,0.54439
71.5,0.54238
71.5333333333,0.54037
71.5666666667,0.53836
71.6,0.53635
71.6333333333,0.53434
71.6666666667,0.53233
71.7,0.53032
71.7333333333,0.52831
71.7666666667,0.5263
71.8,0.52429
71.8333333333,0.52228
71.8666666667,0.52027
71.9,0.51826
71.9333333333,0.51625
71.9666666667,0.51424
72,0.51223
72.0333333333,0.51022
72.0666666667,0.50821
72.1,0.5062
72.1333333333,0.50419
72.1666666667,0.50218
72.2,0.50017
72.2333333333,0.49816
72.2666666667,0.49615
72.3,0.49414
72.3333333333,0.49213
72.3666666667,0.49012
72.4,0.48811
72.4333333333,0.4861
72.4666666667,0.48409
72.5,0.48208
72.5333333333,0.48007
72.5666666667,0.47806
72.6,0.47605
72.6333333333,0.47404
72.6666666667,0.47203
72.7,0.47002
72.7333333333,0.46801
72.7666666667,0.466
72.8,0.46399
72.8333333333,0.46198
72.8666666667,0.45997
72.9,0.45796
72.9333333333,0.45595
72.9666666667,0.45394
73,0.45193
73.0333333333,0.44992
73.0666666667,0.44791
73.1,0.4459
73.1333333333,0.44389
73.1666666667,0.44188
73.2,0.43987
73.2333333333,0.43786
73.2666666667,0.43585
73.3,0.43384
73.3333333333,0.43183
73.3666666667,0.42982
73.4,0.42781
73.4333333333,0.4258
73.4666666667,0.42379
73.5,0.42178
73.5333333333,0.41977
73.5666666667,0.41776
73.6,0.41575
73.6333333333,0.41374
73.6666666667,0.41173
73.7,0.40972
73.7333333333,0.40771
73.7666666667,0.4057
73.8,0.40369
73.8333333333,0.40168
73.8666666667,0.39966
73.9,0.39765
73.9333333333,0.39564
73.9666666667,0.39363
74,0.39162
74.0333333333,0.38961
74.0666666667,0.3876
74.1,0.38559
74.1333333333,0.38358
74.1666666667,0.38157
74.2,0.37956
74.2333333333,0.37755
74.2666666667,0.37554
74.3,0.37353
74.3333333333,0.37152
74.3666666667,0.36951
74.4,0.3675
74.4333333333,0.36549
74.4666666667,0.36348
74.5,0.36147
74.5333333333,0.35946
74.5666666667,0.35745
74.6,0.35544
74.6333333333,0.35343
74.6666666667,0.35142
74.7,0.34941
74.7333333333,0.3474
74.7666666667,0.34539
74.8,0.34338
74.8333333333,0.34137
74.8666666667,0.33936
74.9,0.33735
74.9333333333,0.33534
74.9666666667,0.33333
75,0.33333
75.0333333333,0.33266
75.0666666667,0.33199
75.1,0.33131
75.1333333333,0.33064
75.1666666667,0.32997
75.2,0.32929
75.2333333333,0.32862
75.2666666667,0.32795
75.3,0.32727
75.3333333333,0.3266
75.3666666667,0.32593
75.4,0.32525
75.4333333333,0.32458
75.4666666667,0.32391
75.5,0.32323
75.5333333333,0.32256
75.5666666667,0.32189
75.6,0.32121
75.6333333333,0.32054
75.6666666667,0.31987
75.7,0.31919
75.7333333333,0.31852
75.7666666667,0.31785
75.8,0.31717
75.8333333333,0.3165
75.8666666667,0.31582
75.9,0.31515
75.9333333333,0.31448
75.9666666667,0.3138
76,0.31313
76.0333333333,0.31246
76.0666666667,0.31178
76.1,0.31111
76.1333333333,0.31044
76.1666666667,0.30976
76.2,0.30909
76.2333333333,0.30842
76.2666666667,0.30774
76.3,0.30707
76.3333333333,0.3064
76.3666666667,0.30572
76.4,0.30505
76.4333333333,0.30438
76.4666666667,0.3037
76.5,0.30303
76.5333333333,0.30236
76.5666666667,0.30168
76.6,0.30101
76.6333333333,0.30034
76.6666666667,0.29966
76.7,0.29899
76.7333333333,0.29832
76.7666666667,0.29764
76.8,0.29697
76.8333333333,0.2963
76.8666666667,0.29562
76.9,0.29495
76.9333333333,0.29428
76.9666666667,0.2936
77,0.29293
77.0333333333,0.29226
77.0666666667,0.29158
77.1,0.29091
77.1333333333,0.29024
77.1666666667,0.28956
77.2,0.28889
77.2333333333,0.28822
77.2666666667,0.28754
77.3,0.28687
77.3333333333,0.2862
77.3666666667,0.28552
77.4,0.28485
77.4333333333,0.28418
77.4666666667,0.2835
77.5,0.28283
77.5333333333,0.28215
77.5666666667,0.28148
77.6,0.28081
77.6333333333,0.28013
77.6666666667,0.27946
77.7,0.27879
77.7333333333,0.27811
77.7666666667,0.27744
77.8,0.27677
77.8333333333,0.27609
77.8666666667,0.27542
77.9,0.27475
77.9333333333,0.27407
77.9666666667,0.2734
78,0.27273
78.0333333333,0.27205
78.0666666667,0.27138
78.1,0.27071
78.1333333333,0.27003
78.1666666667,0.26936
78.2,0.26869
78.2333333333,0.26801
78.2666666667,0.26734
78.3,0.26667
78.3333333333,0.26667
78.3666666667,0.2664
78.4,0.26613
78.4333333333,0.26586
78.4666666667,0.2656
78.5,0.26533
78.5333333333,0.26506
78.5666666667,0.26479
78.6,0.26452
78.6333333333,0.26426
78.6666666667,0.26399
78.7,0.26372
78.7333333333,0.26345
78.7666666667,0.26319
78.8,0.26292
78.8333333333,0.26265
78.8666666667,0.26238
78.9,0.26212
78.9333333333,0.26185
78.9666666667,0.26158
79,0.26131
79.0333333333,0.26104
79.0666666667,0.26078
79.1,0.26051
79.1333333333,0.26024
79.1666666667,0.25997
79.2,0.25971
79.2333333333,0.25944
79.2666666667,0.25917
79.3,0.2589
79.3333333333,0.25863
79.3666666667,0.25837
79.4,0.2581
79.4333333333,0.25783
79.4666666667,0.25756
79.5,0.2573
79.5333333333,0.25703
79.5666666667,0.25676
79.6,0.25649
79.6333333333,0.25622
79.6666666667,0.25596
79.7,0.25569
79.7333333333,0.25542
79.7666666667,0.25515
79.8,0.25489
79.8333333333,0.25462
79.8666666667,0.25435
79.9,0.25408
79.9333333333,0.25382
79.9666666667,0.25355
80,0.25328
80.0333333333,0.25301
80.0666666667,0.25274
80.1,0.25248
80.1333333333,0.25221
80.1666666667,0.25194
80.2,0.25167
80.2333333333,0.25141
80.2666666667,0.25114
80.3,0.25087
80.3333333333,0.2506
80.3666666667,0.25033
80.4,0.25007
80.4333333333,0.2498
80.4666666667,0.24953
80.5,0.24926
80.5333333333,0.249
80.5666666667,0.24873
80.6,0.24846
80.6333333333,0.24819
80.6666666667,0.24793
80.7,0.24766
80.7333333333,0.24739
80.7666666667,0.24712
80.8,0.24685
80.8333333333,0.24659
80.8666666667,0.24632
80.9,0.24605
80.9333333333,0.24578
80.9666666667,0.24552
81,0.24525
81.0333333333,0.24498
81.0666666667,0.24471
81.1,0.24444
81.1333333333,0.24418
81.1666666667,0.24391
81.2,0.24364
81.2333333333,0.24337
81.2666666667,0.24311
81.3,0.24284
81.3333333333,0.24257
81.3666666667,0.2423
81.4,0.24203
81.4333333333,0.24177
81.4666666667,0.2415
81.5,0.24123
81.5333333333,0.24096
81.5666666667,0.2407
81.6,0.24043
81.6333333333,0.24016
81.6666666667,0.23989
81.7,0.23963
81.7333333333,0.23936
81.7666666667,0.23909
81.8,0.23882
81.8333333333,0.23855
81.8666666667,0.23829
81.9,0.23802
81.9333333333,0.23775
81.9666666667,0.23748
82,0.23722
82.0333333333,0.23695
82.0666666667,0.23668
82.1,0.23641
82.1333333333,0.23614
82.1666666667,0.23588
82.2,0.23561
82.2333333333,0.23534
82.2666666667,0.23507
82.3,0.23481
82.3333333333,0.23454
82.3666666667,0.23427
82.4,0.234
82.4333333333,0.23373
82.4666666667,0.23347
82.5,0.2332
82.5333333333,0.23293
82.5666666667,0.23266
82.6,0.2324
82.6333333333,0.23213
82.6666666667,0.23186
82.7,0.23159
82.7333333333,0.23133
82.7666666667,0.23106
82.8,0.23079
82.8333333333,0.23052
82.8666666667,0.23025
82.9,0.22999
82.9333333333,0.22972
82.9666666667,0.22945
83,0.22918
83.0333333333,0.22892
83.0666666667,0.22865
83.1,0.22838
83.1333333333,0.22811
83.1666666667,0.22784
83.2,0.22758
83.2333333333,0.22731
83.2666666667,0.22704
83.3,0.22677
83.3333333333,0.22651
83.3666666667,0.22624
83.4,0.22597
83.4333333333,0.2257
83.4666666667,0.22544
83.5,0.22517
83.5333333333,0.2249
83.5666666667,0.22463
83.6,0.22436
83.6333333333,0.2241
83.6666666667,0.22383
83.7,0.22356
83.7333333333,0.22329
83.7666666667,0.22303
83.8,0.22276
83.8333333333,0.22249
83.8666666667,0.22222
83.9,0.22195
83.9333333333,0.22169
83.9666666667,0.22142
84,0.22115
84.0333333333,0.22088
84.0666666667,0.22062
84.1,0.22035
84.1333333333,0.22008
84.1666666667,0.21981
84.2,0.21954
84.2333333333,0.21928
84.2666666667,0.21901
84.3,0.21874
84.3333333333,0.21847
84.3666666667,0.21821
84.4,0.21794
84.4333333333,0.21767
84.4666666667,0.2174
84.5,0.21714
84.5333333333,0.21687
84.5666666667,0.2166
84.6,0.21633
84.6333333333,0.21606
84.6666666667,0.2158
84.7,0.21553
84.7333333333,0.21526
84.7666666667,0.21499
84.8,0.21473
84.8333333333,0.21446
84.8666666667,0.21419
84.9,0.21392
84.9333333333,0.21365
84.9666666667,0.21339
85,0.21312
85.0333333333,0.21285
85.0666666667,0.21258
85.1,0.21232
85.1333333333,0.21205
85.1666666667,0.21178
85.2,0.21151
85.2333333333,0.21124
85.2666666667,0.21098
