Time(sec),Saturation
8.3333333333,0.46667
8.3666666667,0.46667
8.4,0.46667
8.4333333333,0.46667
8.4666666667,0.46667
8.5,0.46667
8.5333333333,0.46667
8.5666666667,0.46667
8.6,0.46667
8.6333333333,0.46667
8.6666666667,0.46667
8.7,0.46667
8.7333333333,0.46667
8.7666666667,0.46667
8.8,0.46667
8.8333333333,0.46667
8.8666666667,0.46667
8.9,0.46667
8.9333333333,0.46667
8.9666666667,0.46667
9,0.46667
9.0333333333,0.46667
9.0666666667,0.46667
9.1,0.46667
9.1333333333,0.46667
9.1666666667,0.46667
9.2,0.46667
9.2333333333,0.46667
9.2666666667,0.46667
9.3,0.46667
9.3333333333,0.46667
9.3666666667,0.46667
9.4,0.46667
9.4333333333,0.46667
9.4666666667,0.46667
9.5,0.46667
9.5333333333,0.46667
9.5666666667,0.46667
9.6,0.46667
9.6333333333,0.46667
9.6666666667,0.46667
9.7,0.46667
9.7333333333,0.46667
9.7666666667,0.46667
9.8,0.46667
9.8333333333,0.46667
9.8666666667,0.46667
9.9,0.46667
9.9333333333,0.46667
9.9666666667,0.46667
10,0.46667
10.0333333333,0.466
10.0666666667,0.46533
10.1,0.46466
10.1333333333,0.46399
10.1666666667,0.46332
10.2,0.46265
10.2333333333,0.46198
10.2666666667,0.46132
10.3,0.46065
10.3333333333,0.45998
10.3666666667,0.45931
10.4,0.45864
10.4333333333,0.45797
10.4666666667,0.4573
10.5,0.45663
10.5333333333,0.45596
10.5666666667,0.4553
10.6,0.45463
10.6333333333,0.45396
10.6666666667,0.45329
10.7,0.45262
10.7333333333,0.45195
10.7666666667,0.45128
10.8,0.45061
10.8333333333,0.44994
10.8666666667,0.44928
10.9,0.44861
10.9333333333,0.44794
10.9666666667,0.44727
11,0.4466
11.0333333333,0.44593
11.0666666667,0.44526
11.1,0.44459
11.1333333333,0.44392
11.1666666667,0.44326
11.2,0.44259
11.2333333333,0.44192
11.2666666667,0.44125
11.3,0.44058
11.3333333333,0.43991
11.3666666667,0.43924
11.4,0.43857
11.4333333333,0.4379
11.4666666667,0.43724
11.5,0.43657
11.5333333333,0.4359
11.5666666667,0.43523
11.6,0.43456
11.6333333333,0.43389
11.6666666667,0.43322
11.7,0.43255
11.7333333333,0.43188
11.7666666667,0.43122
11.8,0.43055
11.8333333333,0.42988
11.8666666667,0.42921
11.9,0.42854
11.9333333333,0.42787
11.9666666667,0.4272
12,0.42653
12.0333333333,0.42586
12.0666666667,0.4252
12.1,0.42453
12.1333333333,0.42386
12.1666666667,0.42319
12.2,0.42252
12.2333333333,0.42185
12.2666666667,0.42118
12.3,0.42051
12.3333333333,0.41984
12.3666666667,0.41918
12.4,0.41851
12.4333333333,0.41784
12.4666666667,0.41717
12.5,0.4165
12.5333333333,0.41583
12.5666666667,0.41516
12.6,0.41449
12.6333333333,0.41382
12.6666666667,0.41315
12.7,0.41249
12.7333333333,0.41182
12.7666666667,0.41115
12.8,0.41048
12.8333333333,0.40981
12.8666666667,0.40914
12.9,0.40847
12.9333333333,0.4078
12.9666666667,0.40713
13,0.40647
13.0333333333,0.4058
13.0666666667,0.40513
13.1,0.40446
13.1333333333,0.40379
13.1666666667,0.40312
13.2,0.40245
13.2333333333,0.40178
13.2666666667,0.40111
13.3,0.40045
13.3333333333,0.39978
13.3666666667,0.39911
13.4,0.39844
13.4333333333,0.39777
13.4666666667,0.3971
13.5,0.39643
13.5333333333,0.39576
13.5666666667,0.39509
13.6,0.39443
13.6333333333,0.39376
13.6666666667,0.39309
13.7,0.39242
13.7333333333,0.39175
13.7666666667,0.39108
13.8,0.39041
13.8333333333,0.38974
13.8666666667,0.38907
13.9,0.38841
13.9333333333,0.38774
13.9666666667,0.38707
14,0.3864
14.0333333333,0.38573
14.0666666667,0.38506
14.1,0.38439
14.1333333333,0.38372
14.1666666667,0.38305
14.2,0.38239
14.2333333333,0.38172
14.2666666667,0.38105
14.3,0.38038
14.3333333333,0.37971
14.3666666667,0.37904
14.4,0.37837
14.4333333333,0.3777
14.4666666667,0.37703
14.5,0.37637
14.5333333333,0.3757
14.5666666667,0.37503
14.6,0.37436
14.6333333333,0.37369
14.6666666667,0.37302
14.7,0.37235
14.7333333333,0.37168
14.7666666667,0.37101
14.8,0.37035
14.8333333333,0.36968
14.8666666667,0.36901
14.9,0.36834
14.9333333333,0.36767
14.9666666667,0.367
15,0.36633
15.0333333333,0.36566
15.0666666667,0.36499
15.1,0.36433
15.1333333333,0.36366
15.1666666667,0.36299
15.2,0.36232
15.2333333333,0.36165
15.2666666667,0.36098
15.3,0.36031
15.3333333333,0.35964
15.3666666667,0.35897
15.4,0.35831
15.4333333333,0.35764
15.4666666667,0.35697
15.5,0.3563
15.5333333333,0.35563
15.5666666667,0.35496
15.6,0.35429
15.6333333333,0.35362
15.6666666667,0.35295
15.7,0.35229
15.7333333333,0.35162
15.7666666667,0.35095
15.8,0.35028
15.8333333333,0.34961
15.8666666667,0.34894
15.9,0.34827
15.9333333333,0.3476
15.9666666667,0.34693
16,0.34627
16.0333333333,0.3456
16.0666666667,0.34493
16.1,0.34426
16.1333333333,0.34359
16.1666666667,0.34292
16.2,0.34225
16.2333333333,0.34158
16.2666666667,0.34091
16.3,0.34025
16.3333333333,0.33958
16.3666666667,0.33891
16.4,0.33824
16.4333333333,0.33757
16.4666666667,0.3369
16.5,0.33623
16.5333333333,0.33556
16.5666666667,0.33489
16.6,0.33423
16.6333333333,0.33356
16.6666666667,0.33289
16.7,0.33222
16.7333333333,0.33155
16.7666666667,0.33088
16.8,0.33021
16.8333333333,0.32954
16.8666666667,0.32887
16.9,0.32821
16.9333333333,0.32754
16.9666666667,0.32687
17,0.3262
17.0333333333,0.32553
17.0666666667,0.32486
17.1,0.32419
17.1333333333,0.32352
17.1666666667,0.32285
17.2,0.32219
17.2333333333,0.32152
17.2666666667,0.32085
17.3,0.32018
17.3333333333,0.31951
17.3666666667,0.31884
17.4,0.31817
17.4333333333,0.3175
17.4666666667,0.31683
17.5,0.31616
17.5333333333,0.3155
17.5666666667,0.31483
17.6,0.31416
17.6333333333,0.31349
17.6666666667,0.31282
17.7,0.31215
17.7333333333,0.31148
17.7666666667,0.31081
17.8,0.31014
17.8333333333,0.30948
17.8666666667,0.30881
17.9,0.30814
17.9333333333,0.30747
17.9666666667,0.3068
18,0.30613
18.0333333333,0.30546
18.0666666667,0.30479
18.1,0.30412
18.1333333333,0.30346
18.1666666667,0.30279
18.2,0.30212
18.2333333333,0.30145
18.2666666667,0.30078
18.3,0.30011
18.3333333333,0.29944
18.3666666667,0.29877
18.4,0.2981
18.4333333333,0.29744
18.4666666667,0.29677
18.5,0.2961
18.5333333333,0.29543
18.5666666667,0.29476
18.6,0.29409
18.6333333333,0.29342
18.6666666667,0.29275
18.7,0.29208
18.7333333333,0.29142
18.7666666667,0.29075
18.8,0.29008
18.8333333333,0.28941
18.8666666667,0.28874
18.9,0.28807
18.9333333333,0.2874
18.9666666667,0.28673
19,0.28606
19.0333333333,0.2854
19.0666666667,0.28473
19.1,0.28406
19.1333333333,0.28339
19.1666666667,0.28272
19.2,0.28205
19.2333333333,0.28138
19.2666666667,0.28071
19.3,0.28004
19.3333333333,0.27938
19.3666666667,0.27871
19.4,0.27804
19.4333333333,0.27737
19.4666666667,0.2767
19.5,0.27603
19.5333333333,0.27536
19.5666666667,0.27469
19.6,0.27402
19.6333333333,0.27336
19.6666666667,0.27269
19.7,0.27202
19.7333333333,0.27135
19.7666666667,0.27068
19.8,0.27001
19.8333333333,0.26934
19.8666666667,0.26867
19.9,0.268
19.9333333333,0.26734
19.9666666667,0.26667
20,0.26667
20.0333333333,0.26667
20.0666666667,0.26667
20.1,0.26667
20.1333333333,0.26667
20.1666666667,0.26667
20.2,0.26667
20.2333333333,0.26667
20.2666666667,0.26667
20.3,0.26667
20.3333333333,0.26667
20.3666666667,0.26667
20.4,0.26667
20.4333333333,0.26667
20.4666666667,0.26667
20.5,0.26667
20.5333333333,0.26667
20.5666666667,0.26667
20.6,0.26667
20.6333333333,0.26667
20.6666666667,0.26667
20.7,0.26667
20.7333333333,0.26667
20.7666666667,0.26667
20.8,0.26667
20.8333333333,0.26667
20.8666666667,0.26667
20.9,0.26667
20.9333333333,0.26667
20.9666666667,0.26667
21,0.26667
21.0333333333,0.26667
21.0666666667,0.26667
21.1,0.26667
21.1333333333,0.26667
21.1666666667,0.26667
21.2,0.26667
21.2333333333,0.26667
21.2666666667,0.26667
21.3,0.26667
21.3333333333,0.26667
21.3666666667,0.26667
21.4,0.26667
21.4333333333,0.26667
21.4666666667,0.26667
21.5,0.26667
21.5333333333,0.26667
21.5666666667,0.26667
21.6,0.26667
21.6333333333,0.26667
21.6666666667,0.26667
21.7,0.26667
21.7333333333,0.26667
21.7666666667,0.26667
21.8,0.26667
21.8333333333,0.26667
21.8666666667,0.26667
21.9,0.26667
21.9333333333,0.26667
21.9666666667,0.26667
22,0.26667
22.0333333333,0.26667
22.0666666667,0.26667
22.1,0.26667
22.1333333333,0.26667
22.1666666667,0.26667
22.2,0.26667
22.2333333333,0.26667
22.2666666667,0.26667
22.3,0.26667
22.3333333333,0.26667
22.3666666667,0.26667
22.4,0.26667
22.4333333333,0.26667
22.4666666667,0.26667
22.5,0.26667
22.5333333333,0.26667
22.5666666667,0.26667
22.6,0.26667
22.6333333333,0.26667
22.6666666667,0.26667
22.7,0.26667
22.7333333333,0.26667
22.7666666667,0.26667
22.8,0.26667
22.8333333333,0.26667
22.8666666667,0.26667
22.9,0.26667
22.9333333333,0.26667
22.9666666667,0.26667
23,0.26667
23.0333333333,0.26667
23.0666666667,0.26667
23.1,0.26667
23.1333333333,0.26667
23.1666666667,0.26667
23.2,0.26667
23.2333333333,0.26667
23.2666666667,0.26667
23.3,0.26667
23.3333333333,0.26667
23.3666666667,0.27273
23.4,0.27879
23.4333333333,0.28485
23.4666666667,0.29091
23.5,0.29697
23.5333333333,0.30303
23.5666666667,0.30909
23.6,0.31515
23.6333333333,0.32121
23.6666666667,0.32727
23.7,0.33333
23.7333333333,0.33939
23.7666666667,0.34545
23.8,0.35152
23.8333333333,0.35758
23.8666666667,0.36364
23.9,0.3697
23.9333333333,0.37576
23.9666666667,0.38182
24,0.38788
24.0333333333,0.39394
24.0666666667,0.4
24.1,0.40606
24.1333333333,0.41212
24.1666666667,0.41818
24.2,0.42424
24.2333333333,0.4303
24.2666666667,0.43636
24.3,0.44242
24.3333333333,0.44848
24.3666666667,0.45455
24.4,0.46061
24.4333333333,0.46667
24.4666666667,0.47273
24.5,0.47879
24.5333333333,0.48485
24.5666666667,0.49091
24.6,0.49697
24.6333333333,0.50303
24.6666666667,0.50909
24.7,0.51515
24.7333333333,0.52121
24.7666666667,0.52727
24.8,0.53333
24.8333333333,0.53939
24.8666666667,0.54545
24.9,0.55152
24.9333333333,0.55758
24.9666666667,0.56364
25,0.5697
25.0333333333,0.57576
25.0666666667,0.58182
25.1,0.58788
25.1333333333,0.59394
25.1666666667,0.6
25.2,0.60606
25.2333333333,0.61212
25.2666666667,0.61818
25.3,0.62424
25.3333333333,0.6303
25.3666666667,0.63636
25.4,0.64242
25.4333333333,0.64848
25.4666666667,0.65455
25.5,0.66061
25.5333333333,0.66667
25.5666666667,0.67273
25.6,0.67879
25.6333333333,0.68485
25.6666666667,0.69091
25.7,0.69697
25.7333333333,0.70303
25.7666666667,0.70909
25.8,0.71515
25.8333333333,0.72121
25.8666666667,0.72727
25.9,0.73333
25.9333333333,0.73939
25.9666666667,0.74545
26,0.75152
26.0333333333,0.75758
26.0666666667,0.76364
26.1,0.7697
26.1333333333,0.77576
26.1666666667,0.78182
26.2,0.78788
26.2333333333,0.79394
26.2666666667,0.8
26.3,0.80606
26.3333333333,0.81212
26.3666666667,0.81818
26.4,0.82424
26.4333333333,0.8303
26.4666666667,0.83636
26.5,0.84242
26.5333333333,0.84848
26.5666666667,0.85455
26.6,0.86061
26.6333333333,0.86667
26.6666666667,0.86667
26.7,0.86667
26.7333333333,0.86667
26.7666666667,0.86667
26.8,0.86667
26.8333333333,0.86667
26.8666666667,0.86667
26.9,0.86667
26.9333333333,0.86667
26.9666666667,0.86667
27,0.86667
27.0333333333,0.86667
27.0666666667,0.86667
27.1,0.86667
27.1333333333,0.86667
27.1666666667,0.86667
27.2,0.86667
27.2333333333,0.86667
27.2666666667,0.86667
27.3,0.86667
27.3333333333,0.86667
27.3666666667,0.86667
27.4,0.86667
27.4333333333,0.86667
27.4666666667,0.86667
27.5,0.86667
27.5333333333,0.86667
27.5666666667,0.86667
27.6,0.86667
27.6333333333,0.86667
27.6666666667,0.86667
27.7,0.86667
27.7333333333,0.86667
27.7666666667,0.86667
27.8,0.86667
27.8333333333,0.86667
27.8666666667,0.86667
27.9,0.86667
27.9333333333,0.86667
27.9666666667,0.86667
28,0.86667
28.0333333333,0.86667
28.0666666667,0.86667
28.1,0.86667
28.1333333333,0.86667
28.1666666667,0.86667
28.2,0.86667
28.2333333333,0.86667
28.2666666667,0.86667
28.3,0.86667
28.3333333333,0.86667
28.3666666667,0.86667
28.4,0.86667
28.4333333333,0.86667
28.4666666667,0.86667
28.5,0.86667
28.5333333333,0.86667
28.5666666667,0.86667
28.6,0.86667
28.6333333333,0.86667
28.6666666667,0.86667
28.7,0.86667
28.7333333333,0.86667
28.7666666667,0.86667
28.8,0.86667
28.8333333333,0.86667
28.8666666667,0.86667
28.9,0.86667
28.9333333333,0.86667
28.9666666667,0.86667
29,0.86667
29.0333333333,0.86667
29.0666666667,0.86667
29.1,0.86667
29.1333333333,0.86667
29.1666666667,0.86667
29.2,0.86667
29.2333333333,0.86667
29.2666666667,0.86667
29.3,0.86667
29.3333333333,0.86667
29.3666666667,0.86667
29.4,0.86667
29.4333333333,0.86667
29.4666666667,0.86667
29.5,0.86667
29.5333333333,0.86667
29.5666666667,0.86667
29.6,0.86667
29.6333333333,0.86667
29.6666666667,0.86667
29.7,0.86667
29.7333333333,0.86667
29.7666666667,0.86667
29.8,0.86667
29.8333333333,0.86667
29.8666666667,0.86667
29.9,0.86667
29.9333333333,0.86667
29.9666666667,0.86667
30,0.86667
30.0333333333,0.86667
30.0666666667,0.86667
30.1,0.86667
30.1333333333,0.86667
30.1666666667,0.86667
30.2,0.86667
30.2333333333,0.86667
30.2666666667,0.86667
30.3,0.86667
30.3333333333,0.86667
30.3666666667,0.86667
30.4,0.86667
30.4333333333,0.86667
30.4666666667,0.86667
30.5,0.86667
30.5333333333,0.86667
30.5666666667,0.86667
30.6,0.86667
30.6333333333,0.86667
30.6666666667,0.86667
30.7,0.86667
30.7333333333,0.86667
30.7666666667,0.86667
30.8,0.86667
30.8333333333,0.86667
30.8666666667,0.86667
30.9,0.86667
30.9333333333,0.86667
30.9666666667,0.86667
31,0.86667
31.0333333333,0.86667
31.0666666667,0.86667
31.1,0.86667
31.1333333333,0.86667
31.1666666667,0.86667
31.2,0.86667
31.2333333333,0.86667
31.2666666667,0.86667
31.3,0.86667
31.3333333333,0.86667
31.3666666667,0.86667
31.4,0.86667
31.4333333333,0.86667
31.4666666667,0.86667
31.5,0.86667
31.5333333333,0.86667
31.5666666667,0.86667
31.6,0.86667
31.6333333333,0.86667
31.6666666667,0.86667
31.7,0.86667
31.7333333333,0.86667
31.7666666667,0.86667
31.8,0.86667
31.8333333333,0.86667
31.8666666667,0.86667
31.9,0.86667
31.9333333333,0.86667
31.9666666667,0.86667
32,0.86667
32.0333333333,0.86667
32.0666666667,0.86667
32.1,0.86667
32.1333333333,0.86667
32.1666666667,0.86667
32.2,0.86667
32.2333333333,0.86667
32.2666666667,0.86667
32.3,0.86667
32.3333333333,0.86667
32.3666666667,0.86667
32.4,0.86667
32.4333333333,0.86667
32.4666666667,0.86667
32.5,0.86667
32.5333333333,0.86667
32.5666666667,0.86667
32.6,0.86667
32.6333333333,0.86667
32.6666666667,0.86667
32.7,0.86667
32.7333333333,0.86667
32.7666666667,0.86667
32.8,0.86667
32.8333333333,0.86667
32.8666666667,0.86667
32.9,0.86667
32.9333333333,0.86667
32.9666666667,0.86667
33,0.86667
33.0333333333,0.86667
33.0666666667,0.86667
33.1,0.86667
33.1333333333,0.86667
33.1666666667,0.86667
33.2,0.86667
33.2333333333,0.86667
33.2666666667,0.86667
33.3,0.86667
33.3333333333,0.86667
33.3666666667,0.86061
33.4,0.85455
33.4333333333,0.84848
33.4666666667,0.84242
33.5,0.83636
33.5333333333,0.8303
33.5666666667,0.82424
33.6,0.81818
33.6333333333,0.81212
33.6666666667,0.80606
33.7,0.8
33.7333333333,0.79394
33.7666666667,0.78788
33.8,0.78182
33.8333333333,0.77576
33.8666666667,0.7697
33.9,0.76364
33.9333333333,0.75758
33.9666666667,0.75152
34,0.74545
34.0333333333,0.73939
34.0666666667,0.73333
34.1,0.72727
34.1333333333,0.72121
34.1666666667,0.71515
34.2,0.70909
34.2333333333,0.70303
34.2666666667,0.69697
34.3,0.69091
34.3333333333,0.68485
34.3666666667,0.67879
34.4,0.67273
34.4333333333,0.66667
34.4666666667,0.66061
34.5,0.65455
34.5333333333,0.64848
34.5666666667,0.64242
34.6,0.63636
34.6333333333,0.6303
34.6666666667,0.62424
34.7,0.61818
34.7333333333,0.61212
34.7666666667,0.60606
34.8,0.6
34.8333333333,0.59394
34.8666666667,0.58788
34.9,0.58182
34.9333333333,0.57576
34.9666666667,0.5697
35,0.56364
35.0333333333,0.55758
35.0666666667,0.55152
35.1,0.54545
35.1333333333,0.53939
35.1666666667,0.53333
35.2,0.52727
35.2333333333,0.52121
35.2666666667,0.51515
35.3,0.50909
35.3333333333,0.50303
35.3666666667,0.49697
35.4,0.49091
35.4333333333,0.48485
35.4666666667,0.47879
35.5,0.47273
35.5333333333,0.46667
35.5666666667,0.46061
35.6,0.45455
35.6333333333,0.44848
35.6666666667,0.44242
35.7,0.43636
35.7333333333,0.4303
35.7666666667,0.42424
35.8,0.41818
35.8333333333,0.41212
35.8666666667,0.40606
35.9,0.4
35.9333333333,0.39394
35.9666666667,0.38788
36,0.38182
36.0333333333,0.37576
36.0666666667,0.3697
36.1,0.36364
36.1333333333,0.35758
36.1666666667,0.35152
36.2,0.34545
36.2333333333,0.33939
36.2666666667,0.33333
36.3,0.32727
36.3333333333,0.32121
36.3666666667,0.31515
36.4,0.30909
36.4333333333,0.30303
36.4666666667,0.29697
36.5,0.29091
36.5333333333,0.28485
36.5666666667,0.27879
36.6,0.27273
36.6333333333,0.26667
36.6666666667,0.26667
36.7,0.26747
36.7333333333,0.26827
36.7666666667,0.26908
36.8,0.26988
36.8333333333,0.27068
36.8666666667,0.27149
36.9,0.27229
36.9333333333,0.27309
36.9666666667,0.2739
37,0.2747
37.0333333333,0.2755
37.0666666667,0.27631
37.1,0.27711
37.1333333333,0.27791
37.1666666667,0.27871
37.2,0.27952
37.2333333333,0.28032
37.2666666667,0.28112
37.3,0.28193
37.3333333333,0.28273
37.3666666667,0.28353
37.4,0.28434
37.4333333333,0.28514
37.4666666667,0.28594
37.5,0.28675
37.5333333333,0.28755
37.5666666667,0.28835
37.6,0.28916
37.6333333333,0.28996
37.6666666667,0.29076
37.7,0.29157
37.7333333333,0.29237
37.7666666667,0.29317
37.8,0.29398
37.8333333333,0.29478
37.8666666667,0.29558
37.9,0.29639
37.9333333333,0.29719
37.9666666667,0.29799
38,0.2988
38.0333333333,0.2996
38.0666666667,0.3004
38.1,0.3012
38.1333333333,0.30201
38.1666666667,0.30281
38.2,0.30361
38.2333333333,0.30442
38.2666666667,0.30522
38.3,0.30602
38.3333333333,0.30683
38.3666666667,0.30763
38.4,0.30843
38.4333333333,0.30924
38.4666666667,0.31004
38.5,0.31084
38.5333333333,0.31165
38.5666666667,0.31245
38.6,0.31325
38.6333333333,0.31406
38.6666666667,0.31486
38.7,0.31566
38.7333333333,0.31647
38.7666666667,0.31727
38.8,0.31807
38.8333333333,0.31888
38.8666666667,0.31968
38.9,0.32048
38.9333333333,0.32129
38.9666666667,0.32209
39,0.32289
39.0333333333,0.32369
39.0666666667,0.3245
39.1,0.3253
39.1333333333,0.3261
39.1666666667,0.32691
39.2,0.32771
39.2333333333,0.32851
39.2666666667,0.32932
39.3,0.33012
39.3333333333,0.33092
39.3666666667,0.33173
39.4,0.33253
39.4333333333,0.33333
39.4666666667,0.33414
39.5,0.33494
39.5333333333,0.33574
39.5666666667,0.33655
39.6,0.33735
39.6333333333,0.33815
39.6666666667,0.33896
39.7,0.33976
39.7333333333,0.34056
39.7666666667,0.34137
39.8,0.34217
39.8333333333,0.34297
39.8666666667,0.34378
39.9,0.34458
39.9333333333,0.34538
39.9666666667,0.34618
40,0.34699
40.0333333333,0.34779
40.0666666667,0.34859
40.1,0.3494
40.1333333333,0.3502
40.1666666667,0.351
40.2,0.35181
40.2333333333,0.35261
40.2666666667,0.35341
40.3,0.35422
40.3333333333,0.35502
40.3666666667,0.35582
40.4,0.35663
40.4333333333,0.35743
40.4666666667,0.35823
40.5,0.35904
40.5333333333,0.35984
40.5666666667,0.36064
40.6,0.36145
40.6333333333,0.36225
40.6666666667,0.36305
40.7,0.36386
40.7333333333,0.36466
40.7666666667,0.36546
40.8,0.36627
40.8333333333,0.36707
40.8666666667,0.36787
40.9,0.36867
40.9333333333,0.36948
40.9666666667,0.37028
41,0.37108
41.0333333333,0.37189
41.0666666667,0.37269
41.1,0.37349
41.1333333333,0.3743
41.1666666667,0.3751
41.2,0.3759
41.2333333333,0.37671
41.2666666667,0.37751
41.3,0.37831
41.3333333333,0.37912
41.3666666667,0.37992
41.4,0.38072
41.4333333333,0.38153
41.4666666667,0.38233
41.5,0.38313
41.5333333333,0.38394
41.5666666667,0.38474
41.6,0.38554
41.6333333333,0.38635
41.6666666667,0.38715
41.7,0.38795
41.7333333333,0.38876
41.7666666667,0.38956
41.8,0.39036
41.8333333333,0.39116
41.8666666667,0.39197
41.9,0.39277
41.9333333333,0.39357
41.9666666667,0.39438
42,0.39518
42.0333333333,0.39598
42.0666666667,0.39679
42.1,0.39759
42.1333333333,0.39839
42.1666666667,0.3992
42.2,0.4
42.2333333333,0.4008
42.2666666667,0.40161
42.3,0.40241
42.3333333333,0.40321
42.3666666667,0.40402
42.4,0.40482
42.4333333333,0.40562
42.4666666667,0.40643
42.5,0.40723
42.5333333333,0.40803
42.5666666667,0.40884
42.6,0.40964
