Time(sec),Diff Intensity
5.633333333300000412e+00,-1.936089000000862370e-04
5.666666666699999411e+00,-1.537673999999489283e-04
5.700000000000000178e+00,-1.154653000000616103e-04
5.733333333300000056e+00,-7.877319999993748212e-05
5.766666666699999944e+00,-4.375980000004275894e-05
5.799999999999999822e+00,-1.049229999994238938e-05
5.833333333300000589e+00,2.096470000001460221e-05
5.866666666699999588e+00,5.054819999994464297e-05
5.900000000000000355e+00,7.819760000005171463e-05
5.933333333300000234e+00,1.038543999999363976e-04
5.966666666699999233e+00,1.274625000000639830e-04
6.000000000000000000e+00,1.489678999999632936e-04
6.033333333300000767e+00,1.683192000000444111e-04
6.066666666699999766e+00,1.854673999999167933e-04
6.099999999999999645e+00,2.003657000000380606e-04
6.133333333300000412e+00,2.129705000000203796e-04
6.166666666699999411e+00,2.232399999999579165e-04
6.200000000000000178e+00,2.311358000000041102e-04
6.233333333300000056e+00,2.366216000000420649e-04
6.266666666699999944e+00,2.396639999999727877e-04
6.299999999999999822e+00,2.402325999999455064e-04
6.333333333300000589e+00,2.382995000000942554e-04
6.366666666699999588e+00,2.338396999999048376e-04
6.400000000000000355e+00,2.268310999999911814e-04
6.433333333300000234e+00,2.172544000000886655e-04
6.466666666699999233e+00,2.050933999999671187e-04
6.500000000000000000e+00,1.903346000000638583e-04
6.533333333300000767e+00,1.729675999999624736e-04
6.566666666699999766e+00,1.529848000000333386e-04
6.599999999999999645e+00,1.303815999998958475e-04
6.633333333300000412e+00,1.051567000001085717e-04
6.666666666699999411e+00,7.731119999987434710e-05
6.700000000000000178e+00,4.684980000013716506e-05
6.733333333300000056e+00,1.377959999993016993e-05
6.766666666699999944e+00,-2.188889999998888669e-05
6.799999999999999822e+00,-6.014239999996284780e-05
6.833333333300000589e+00,-1.009646000000863353e-04
6.866666666699999588e+00,-1.443360999999754313e-04
6.900000000000000355e+00,-1.902350999999358194e-04
6.933333333300000234e+00,-2.386360999999670440e-04
6.966666666699999233e+00,-2.895114000001086652e-04
7.000000000000000000e+00,-3.428299999999051551e-04
7.033333333300000767e+00,-3.985582000000098546e-04
7.066666666699999766e+00,-4.566596000000755495e-04
7.099999999999999645e+00,-5.170946999999426197e-04
7.133333333300000412e+00,-5.798218000000465722e-04
7.166666666699999411e+00,-6.447956999999782113e-04
7.200000000000000178e+00,-7.119694000000675871e-04
7.233333333300000056e+00,-7.812927999999441653e-04
7.266666666699999944e+00,-8.527131000000132133e-04
7.299999999999999822e+00,-9.261753999999511322e-04
7.333333333300000589e+00,-1.001622000000090829e-03
7.366666666699999588e+00,-1.078993099999925320e-03
7.400000000000000355e+00,-1.158226000000039946e-03
7.433333333300000234e+00,-1.239256399999999481e-03
7.466666666699999233e+00,-1.322017100000016931e-03
7.500000000000000000e+00,-1.406439199999942602e-03
7.533333333300000767e+00,-1.492451499999991604e-03
7.566666666699999766e+00,-1.579980799999991525e-03
7.599999999999999645e+00,-1.668951800000040286e-03
7.633333333300000412e+00,-1.759287499999984128e-03
7.666666666699999411e+00,-1.850909100000075469e-03
7.700000000000000178e+00,-1.943735699999948885e-03
7.733333333300000056e+00,-2.037685100000019567e-03
7.766666666699999944e+00,-2.132673500000015210e-03
7.799999999999999822e+00,-2.228615399999966940e-03
7.833333333300000589e+00,-2.325423900000012090e-03
7.866666666699999588e+00,-2.423010799999958387e-03
7.900000000000000355e+00,-2.521286799999966632e-03
7.933333333300000234e+00,-2.620161200000081791e-03
7.966666666699999233e+00,-2.719542399999941296e-03
8.000000000000000000e+00,-2.819337700000090763e-03
8.033333333299999879e+00,-2.919453399999882848e-03
8.066666666699999766e+00,-3.019795399999969376e-03
8.099999999999999645e+00,-3.120268500000022982e-03
8.133333333300001300e+00,-3.220776799999991447e-03
8.166666666699999411e+00,-3.321224300000036322e-03
8.199999999999999289e+00,-3.421514300000039199e-03
8.233333333300000945e+00,-3.521549799999967867e-03
8.266666666699999055e+00,-3.621233500000098360e-03
8.300000000000000711e+00,-3.720467999999921282e-03
8.333333333300000589e+00,-3.819155900000037462e-03
8.366666666699998700e+00,-3.917199899999945778e-03
8.400000000000000355e+00,-4.014502500000016738e-03
8.433333333300000234e+00,-4.110967000000020910e-03
8.466666666700000121e+00,-4.206496499999989869e-03
8.500000000000000000e+00,-4.300994799999957596e-03
8.533333333299999879e+00,-4.394366200000054956e-03
8.566666666699999766e+00,-4.486515499999954582e-03
8.599999999999999645e+00,-4.577348599999975232e-03
8.633333333300001300e+00,-4.666771500000055362e-03
8.666666666699999411e+00,-4.754691899999996529e-03
8.699999999999999289e+00,-4.841017800000013693e-03
8.733333333300000945e+00,-4.925658900000018381e-03
8.766666666699999055e+00,-5.008525399999963490e-03
8.800000000000000711e+00,-5.089529600000031184e-03
8.833333333300000589e+00,-5.168584099999984360e-03
8.866666666699998700e+00,-5.245604199999975847e-03
8.900000000000000355e+00,-5.320505400000008489e-03
8.933333333300000234e+00,-5.393206000000039246e-03
8.966666666700000121e+00,-5.463624999999971976e-03
9.000000000000000000e+00,-5.531683900000028409e-03
9.033333333299999879e+00,-5.597305799999952036e-03
9.066666666699999766e+00,-5.660415400000007313e-03
9.099999999999999645e+00,-5.720939899999999412e-03
9.133333333300001300e+00,-5.778808500000010007e-03
9.166666666699999411e+00,-5.833952099999983876e-03
9.199999999999999289e+00,-5.886304499999994722e-03
9.233333333300000945e+00,-5.935801199999979350e-03
9.266666666699999055e+00,-5.982380200000025905e-03
9.300000000000000711e+00,-6.025982400000018391e-03
9.333333333300000589e+00,-6.066550300000028706e-03
9.366666666699998700e+00,-6.104029699999957703e-03
9.400000000000000355e+00,-6.138368499999991013e-03
9.433333333300000234e+00,-6.169517800000023922e-03
9.466666666700000121e+00,-6.197430599999997902e-03
9.500000000000000000e+00,-6.222063299999969210e-03
9.533333333299999879e+00,-6.243374999999995456e-03
9.566666666699999766e+00,-6.261327099999991486e-03
9.599999999999999645e+00,-6.275884700000067262e-03
9.633333333300001300e+00,-6.287015199999967940e-03
9.666666666699999411e+00,-6.294689100000028237e-03
9.699999999999999289e+00,-6.298879899999942911e-03
9.733333333300000945e+00,-6.299564200000051795e-03
9.766666666699999055e+00,-6.296721499999990979e-03
9.800000000000000711e+00,-6.290334499999994389e-03
9.833333333300000589e+00,-6.280388700000000268e-03
9.866666666699998700e+00,-6.266872899999970103e-03
9.900000000000000355e+00,-6.249779200000027402e-03
9.933333333300000234e+00,-6.229102300000011194e-03
9.966666666700000121e+00,-6.204840599999983386e-03
1.000000000000000000e+01,-6.176995099999971206e-03
1.003333333329999988e+01,-6.145570500000002712e-03
1.006666666669999977e+01,-6.110574000000035255e-03
1.009999999999999964e+01,-6.072016400000018743e-03
1.013333333330000130e+01,-6.029911699999973562e-03
1.016666666669999941e+01,-5.984276499999968690e-03
1.019999999999999929e+01,-5.935131000000037904e-03
1.023333333330000094e+01,-5.882497999999986016e-03
1.026666666669999906e+01,-5.826404100000015518e-03
1.030000000000000071e+01,-5.766878199999991850e-03
1.033333333330000059e+01,-5.703952600000006257e-03
1.036666666669999870e+01,-5.637662399999993079e-03
1.040000000000000036e+01,-5.568045999999993168e-03
1.043333333330000023e+01,-5.495144400000012697e-03
1.046666666670000012e+01,-5.419001600000000751e-03
1.050000000000000000e+01,-5.339664399999999311e-03
1.053333333329999988e+01,-5.257182599999993267e-03
1.056666666669999977e+01,-5.171608499999993946e-03
1.059999999999999964e+01,-5.082997399999997223e-03
1.063333333330000130e+01,-4.991407000000017136e-03
1.066666666669999941e+01,-4.896897699999985809e-03
1.069999999999999929e+01,-4.799532799999992050e-03
1.073333333330000094e+01,-4.699377500000004315e-03
1.076666666670000083e+01,-4.596500000000003361e-03
1.080000000000000071e+01,-4.490970300000007853e-03
1.083333333329999881e+01,-4.382861599999995916e-03
1.086666666670000048e+01,-4.272248300000003329e-03
1.090000000000000036e+01,-4.159207700000000507e-03
1.093333333329999846e+01,-4.043819300000001116e-03
1.096666666670000012e+01,-3.926163799999993209e-03
1.100000000000000000e+01,-3.806324900000004896e-03
1.103333333329999988e+01,-3.684387400000002644e-03
1.106666666670000154e+01,-3.560438499999991901e-03
1.109999999999999964e+01,-3.434566500000006684e-03
1.113333333329999952e+01,-3.306861999999993751e-03
1.116666666670000119e+01,-3.177416800000006092e-03
1.119999999999999929e+01,-3.046323999999996091e-03
1.123333333329999917e+01,-2.913678600000003949e-03
1.126666666670000083e+01,-2.779576599999999953e-03
1.130000000000000071e+01,-2.644114999999995497e-03
1.133333333329999881e+01,-2.507392399999999050e-03
1.136666666670000048e+01,-2.369508100000000672e-03
1.140000000000000036e+01,-2.230562500000001641e-03
1.143333333329999846e+01,-2.090656699999998702e-03
1.146666666670000012e+01,-1.949892700000000617e-03
1.150000000000000000e+01,-1.808373099999999872e-03
1.153333333329999988e+01,-1.666200899999997764e-03
1.156666666670000154e+01,-1.523479800000001466e-03
1.159999999999999964e+01,-1.380313899999999205e-03
1.163333333329999952e+01,-1.236807400000001361e-03
1.166666666670000119e+01,-1.093064599999998832e-03
1.169999999999999929e+01,-9.491900000000007970e-04
1.173333333329999917e+01,-8.052884000000013615e-04
1.176666666670000083e+01,-6.614638999999991609e-04
1.180000000000000071e+01,-5.178205999999997700e-04
1.183333333329999881e+01,-3.744625000000004894e-04
1.186666666670000048e+01,-2.314931000000006178e-04
1.190000000000000036e+01,-8.901519999999878141e-05
1.193333333329999846e+01,5.286889999999919154e-05
1.196666666670000012e+01,1.940575000000006878e-04
1.200000000000000000e+01,3.344495000000002882e-04
1.203333333329999988e+01,4.739454000000000583e-04
1.206666666670000154e+01,6.124458999999977948e-04
1.209999999999999964e+01,7.498530000000017126e-04
1.213333333329999952e+01,8.860702000000001549e-04
1.216666666670000119e+01,1.021001599999998150e-03
1.219999999999999929e+01,1.154553400000001007e-03
1.223333333329999917e+01,1.286632499999999096e-03
1.226666666670000083e+01,1.417147800000000818e-03
1.230000000000000071e+01,1.546009500000000703e-03
1.233333333329999881e+01,1.673129800000002637e-03
1.236666666670000048e+01,1.798422099999998774e-03
1.240000000000000036e+01,1.921802399999998634e-03
1.243333333329999846e+01,2.043187700000000800e-03
1.246666666670000012e+01,2.162497899999997475e-03
1.250000000000000000e+01,2.279654200000001685e-03
1.253333333329999988e+01,2.394580600000001391e-03
1.256666666670000154e+01,2.507202499999999779e-03
1.259999999999999964e+01,2.617448500000001121e-03
1.263333333329999952e+01,2.725248499999999297e-03
1.266666666670000119e+01,2.830535900000000216e-03
1.269999999999999929e+01,2.933245700000003398e-03
1.273333333329999917e+01,3.033315499999994502e-03
1.276666666670000083e+01,3.130686100000001915e-03
1.280000000000000071e+01,3.225300199999996120e-03
1.283333333329999881e+01,3.317103500000001537e-03
1.286666666670000048e+01,3.406044399999995365e-03
1.290000000000000036e+01,3.492074000000011669e-03
1.293333333329999846e+01,3.575146099999995664e-03
1.296666666670000012e+01,3.655217700000004677e-03
1.300000000000000000e+01,3.732248399999998911e-03
1.303333333329999988e+01,3.806200499999995435e-03
1.306666666670000154e+01,3.877039800000009473e-03
1.309999999999999964e+01,3.944734699999979943e-03
1.313333333329999952e+01,4.009256500000002443e-03
1.316666666670000119e+01,4.070579800000001525e-03
1.319999999999999929e+01,4.128682200000011182e-03
1.323333333329999917e+01,4.183544100000005650e-03
1.326666666670000083e+01,4.235149399999985076e-03
1.330000000000000071e+01,4.283484399999995529e-03
1.333333333329999881e+01,4.328539300000003309e-03
1.336666666670000048e+01,4.370306800000001157e-03
1.340000000000000036e+01,4.408782799999996782e-03
1.343333333329999846e+01,4.443966600000015532e-03
1.346666666670000012e+01,4.475860100000006447e-03
1.350000000000000000e+01,4.504468699999986114e-03
1.353333333329999988e+01,4.529800500000014107e-03
1.356666666670000154e+01,4.551866999999987229e-03
1.359999999999999964e+01,4.570682500000006199e-03
1.363333333329999952e+01,4.586264299999975869e-03
1.366666666670000119e+01,4.598632900000010348e-03
1.369999999999999929e+01,4.607811400000022539e-03
1.373333333329999917e+01,4.613826399999992889e-03
1.376666666670000083e+01,4.616706800000008881e-03
1.380000000000000071e+01,4.616484799999986954e-03
1.383333333329999881e+01,4.613195000000014367e-03
1.386666666670000048e+01,4.606875399999987852e-03
1.390000000000000036e+01,4.597566200000013925e-03
1.393333333329999846e+01,4.585310599999975478e-03
1.396666666670000012e+01,4.570154400000026040e-03
1.400000000000000000e+01,4.552145799999962605e-03
1.403333333329999988e+01,4.531335800000035885e-03
1.406666666670000154e+01,4.507777999999962315e-03
1.409999999999999964e+01,4.481528200000001183e-03
1.413333333329999952e+01,4.452644400000010938e-03
1.416666666670000119e+01,4.421187500000006709e-03
1.419999999999999929e+01,4.387220099999977752e-03
1.423333333329999917e+01,4.350807200000028629e-03
1.426666666670000083e+01,4.312016199999962884e-03
1.430000000000000071e+01,4.270915800000024687e-03
1.433333333329999881e+01,4.227577500000023747e-03
1.436666666670000048e+01,4.182074199999941122e-03
1.440000000000000036e+01,4.134480800000062128e-03
1.443333333329999846e+01,4.084873699999991281e-03
1.446666666670000012e+01,4.033331400000006450e-03
1.450000000000000000e+01,3.979933599999985194e-03
1.453333333329999988e+01,3.924761599999992967e-03
1.456666666670000154e+01,3.867898199999997289e-03
1.459999999999999964e+01,3.809427599999970493e-03
1.463333333329999952e+01,3.749434699999998344e-03
1.466666666670000119e+01,3.688006200000037982e-03
1.469999999999999929e+01,3.625229800000018265e-03
1.473333333329999917e+01,3.561193599999956660e-03
1.476666666670000083e+01,3.495987100000041981e-03
1.480000000000000071e+01,3.429700499999965846e-03
1.483333333329999881e+01,3.362424600000024633e-03
1.486666666670000048e+01,3.294250800000009249e-03
1.490000000000000036e+01,3.225270999999974020e-03
1.493333333329999846e+01,3.155577600000014638e-03
1.496666666670000012e+01,3.085263199999965789e-03
1.500000000000000000e+01,3.014420700000020048e-03
1.503333333329999988e+01,2.943143099999989687e-03
1.506666666670000154e+01,2.871523400000020043e-03
1.509999999999999964e+01,2.799654599999978899e-03
1.513333333329999952e+01,2.727629500000050555e-03
1.516666666670000119e+01,2.655540499999942128e-03
1.519999999999999929e+01,2.583480000000026866e-03
1.523333333329999917e+01,2.511539499999992930e-03
1.526666666670000083e+01,2.439810499999972571e-03
1.530000000000000071e+01,2.368383299999998748e-03
1.533333333329999881e+01,2.297347800000015816e-03
1.536666666670000048e+01,2.226793200000021233e-03
1.540000000000000036e+01,2.156807300000007643e-03
1.543333333329999846e+01,2.087477599999998379e-03
1.546666666670000012e+01,2.018889600000017825e-03
1.550000000000000000e+01,1.951128799999923835e-03
1.553333333329999988e+01,1.884278300000097328e-03
1.556666666670000154e+01,1.818420499999973128e-03
1.559999999999999964e+01,1.753636300000027681e-03
1.563333333329999952e+01,1.690004799999922369e-03
1.566666666670000119e+01,1.627604000000004714e-03
1.569999999999999929e+01,1.566509699999996119e-03
1.573333333329999917e+01,1.506796300000001754e-03
1.576666666670000083e+01,1.448536200000016816e-03
1.580000000000000071e+01,1.391799999999998594e-03
1.583333333329999881e+01,1.336656300000016451e-03
1.586666666670000048e+01,1.283171700000029780e-03
1.590000000000000036e+01,1.231410499999918695e-03
1.593333333329999846e+01,1.181435200000080510e-03
1.596666666670000012e+01,1.133305599999911983e-03
1.600000000000000000e+01,1.087079600000040447e-03
1.603333333329999988e+01,1.042812499999989928e-03
1.606666666670000154e+01,1.000557399999990604e-03
1.610000000000000142e+01,9.603646999999937428e-04
1.613333333329999775e+01,9.222823000000768268e-04
1.616666666669999941e+01,8.863558999999687771e-04
1.619999999999999929e+01,8.526280000000219239e-04
1.623333333329999917e+01,8.211389999999707534e-04
1.626666666670000083e+01,7.919262999999676644e-04
1.630000000000000071e+01,7.650245999999971680e-04
1.633333333330000059e+01,7.404657000000258726e-04
1.636666666670000225e+01,7.182792000000048915e-04
1.639999999999999858e+01,6.984909000000150137e-04
1.643333333329999846e+01,6.811245999999715472e-04
1.646666666670000012e+01,6.662008000000163577e-04
1.650000000000000000e+01,6.537373000000124001e-04
1.653333333329999988e+01,6.437485999999936759e-04
1.656666666670000154e+01,6.362467999999621426e-04
1.660000000000000142e+01,6.312406000000270190e-04
1.663333333329999775e+01,6.287361000000268874e-04
1.666666666669999941e+01,6.287360999999713762e-04
1.669999999999999929e+01,6.312406000000270190e-04
1.673333333329999917e+01,6.362468000000176538e-04
1.676666666670000083e+01,6.437485999999936759e-04
1.680000000000000071e+01,6.537372999999568890e-04
1.683333333330000059e+01,6.662008000000163577e-04
1.686666666670000225e+01,6.811245999999715472e-04
1.689999999999999858e+01,6.984909000000150137e-04
1.693333333329999846e+01,7.182792000000048915e-04
1.696666666670000012e+01,7.404657000000258726e-04
1.700000000000000000e+01,7.650245999999971680e-04
1.703333333329999988e+01,7.919262999999676644e-04
1.706666666670000154e+01,8.211389999999707534e-04
1.710000000000000142e+01,8.526280000000774351e-04
1.713333333329999775e+01,8.863558999999132659e-04
1.716666666669999941e+01,9.222823000000768268e-04
1.719999999999999929e+01,9.603646999999937428e-04
1.723333333329999917e+01,1.000557399999990604e-03
1.726666666670000083e+01,1.042812499999989928e-03
1.730000000000000071e+01,1.087079600000040447e-03
1.733333333330000059e+01,1.133305599999967495e-03
1.736666666670000225e+01,1.181435200000024999e-03
1.739999999999999858e+01,1.231410499999974206e-03
1.743333333329999846e+01,1.283171699999974269e-03
1.746666666670000012e+01,1.336656300000071962e-03
1.750000000000000000e+01,1.391799999999998594e-03
1.753333333329999988e+01,1.448536199999961305e-03
1.756666666670000154e+01,1.506796300000001754e-03
1.760000000000000142e+01,1.566509699999996119e-03
1.763333333329999775e+01,1.627604000000004714e-03
1.766666666669999941e+01,1.690004799999977880e-03
1.769999999999999929e+01,1.753636300000027681e-03
1.773333333329999917e+01,1.818420499999973128e-03
1.776666666670000083e+01,1.884278300000041817e-03
1.780000000000000071e+01,1.951128799999923835e-03
1.783333333330000059e+01,2.018889600000017825e-03
1.786666666670000225e+01,2.087477599999998379e-03
1.789999999999999858e+01,2.156807300000007643e-03
1.793333333329999846e+01,2.226793200000021233e-03
1.796666666670000012e+01,2.297347800000015816e-03
1.800000000000000000e+01,2.368383299999998748e-03
1.803333333329999988e+01,2.439810499999972571e-03
1.806666666670000154e+01,2.511539499999992930e-03
1.810000000000000142e+01,2.583480000000026866e-03
1.813333333329999775e+01,2.655540499999942128e-03
1.816666666669999941e+01,2.727629500000050555e-03
1.819999999999999929e+01,2.799654600000034410e-03
1.823333333329999917e+01,2.871523399999964532e-03
1.826666666670000083e+01,2.943143099999989687e-03
1.830000000000000071e+01,3.014420700000020048e-03
1.833333333330000059e+01,3.085263199999965789e-03
1.836666666670000225e+01,3.155577600000014638e-03
1.839999999999999858e+01,3.225271000000029531e-03
1.843333333329999846e+01,3.294250799999953738e-03
1.846666666670000012e+01,3.362424600000024633e-03
1.850000000000000000e+01,3.429700500000021357e-03
1.853333333329999988e+01,3.495987099999930958e-03
1.856666666670000154e+01,3.561193600000012172e-03
1.860000000000000142e+01,3.625229800000018265e-03
1.863333333329999775e+01,3.688006199999982471e-03
1.866666666669999941e+01,3.749434699999998344e-03
1.869999999999999929e+01,3.809427600000026004e-03
1.873333333329999917e+01,3.867898199999997289e-03
1.876666666670000083e+01,3.924761599999992967e-03
1.880000000000000071e+01,3.979933600000040705e-03
1.883333333330000059e+01,4.033331399999950939e-03
1.886666666670000225e+01,4.084873700000102303e-03
1.889999999999999858e+01,4.134480799999895595e-03
1.893333333329999846e+01,4.182074200000052144e-03
1.896666666670000012e+01,4.227577500000023747e-03
1.900000000000000000e+01,4.270915799999941420e-03
