Time(sec),Intensity
7.2,0.5724880417
7.2333333333,0.5717760723
7.2666666667,0.5709947795
7.3,0.5701420664
7.3333333333,0.569215891
7.3666666667,0.568214269
7.4,0.5671352759
7.4333333333,0.5659770499
7.4666666667,0.5647377935
7.5,0.5634157764
7.5333333333,0.5620093372
7.5666666667,0.5605168857
7.6,0.5589369049
7.6333333333,0.5572679531
7.6666666667,0.5555086656
7.7,0.5536577565
7.7333333333,0.5517140208
7.7666666667,0.5496763357
7.8,0.5475436622
7.8333333333,0.5453150468
7.8666666667,0.5429896229
7.9,0.5405666121
7.9333333333,0.5380453253
7.9666666667,0.5354251641
8,0.5327056217
8.0333333333,0.529886284
8.0666666667,0.5269668306
8.1,0.5239470352
8.1333333333,0.5208267667
8.1666666667,0.5176059899
8.2,0.5142847656
8.2333333333,0.5108632513
8.2666666667,0.5073417015
8.3,0.503720468
8.3333333333,0.5
8.3666666667,0.4961808441
8.4,0.4922636442
8.4333333333,0.4882491417
8.4666666667,0.4841381747
8.5,0.4799316782
8.5333333333,0.4756306834
8.5666666667,0.4712363172
8.6,0.4667498017
8.6333333333,0.4621724531
8.6666666667,0.4575056816
8.7,0.4527509897
8.7333333333,0.4479099719
8.7666666667,0.442984313
8.8,0.4379757876
8.8333333333,0.432886258
8.8666666667,0.4277176739
8.9,0.4224720697
8.9333333333,0.4171515643
8.9666666667,0.4117583583
9,0.4062947333
9.0333333333,0.4007630494
9.0666666667,0.3951657436
9.1,0.3895053282
9.1333333333,0.3837843883
9.1666666667,0.3780055798
9.2,0.3721716277
9.2333333333,0.3662853232
9.2666666667,0.360349522
9.3,0.3543671418
9.3333333333,0.3483411594
9.3666666667,0.3422746091
9.4,0.3361705794
9.4333333333,0.3300322109
9.4666666667,0.3238626931
9.5,0.3176652625
9.5333333333,0.3114431992
9.5666666667,0.3051998242
9.6,0.2989384971
9.6333333333,0.2926626124
9.6666666667,0.2863755972
9.7,0.2800809081
9.7333333333,0.2737820282
9.7666666667,0.267482464
9.8,0.2611857425
9.8333333333,0.254895408
9.8666666667,0.2486150193
9.9,0.2423481464
9.9333333333,0.2360983672
9.9666666667,0.2298692649
10,0.2236644243
10.0333333333,0.2174874292
10.0666666667,0.2113418587
10.1,0.2052312847
10.1333333333,0.1991592683
10.1666666667,0.1931293566
10.2,0.1871450801
10.2333333333,0.1812099491
10.2666666667,0.1753274511
10.3,0.169501047
10.3333333333,0.1637341688
10.3666666667,0.1580302162
10.4,0.1523925538
10.4333333333,0.1468245078
10.4666666667,0.1413293634
10.5,0.1359103618
10.5333333333,0.1305706974
10.5666666667,0.1253135148
10.6,0.1201419063
10.6333333333,0.1150589089
10.6666666667,0.1100675019
10.7,0.1051706042
10.7333333333,0.1003710714
10.7666666667,0.0956716939
10.8,0.0910751939
10.8333333333,0.0865842236
10.8666666667,0.082201362
10.9,0.0779291137
10.9333333333,0.073769906
10.9666666667,0.0697260867
11,0.0657999229
11.0333333333,0.061993598
11.0666666667,0.0583092106
11.1,0.0547487721
11.1333333333,0.0513142056
11.1666666667,0.0480073436
11.2,0.0448299268
11.2333333333,0.0417836028
11.2666666667,0.0388699242
11.3,0.0360903476
11.3333333333,0.0334462326
11.3666666667,0.0309388402
11.4,0.0285693321
11.4333333333,0.0263387696
11.4666666667,0.0242481129
11.5,0.0222982202
11.5333333333,0.0204898471
11.5666666667,0.0188236462
11.6,0.0173001664
11.6333333333,0.0159198525
11.6666666667,0.0146830451
11.7,0.0135899805
11.7333333333,0.0126407905
11.7666666667,0.0118355021
11.8,0.0111740382
11.8333333333,0.0106562176
11.8666666667,0.0102817551
11.9,0.010050262
11.9333333333,0.0099612468
11.9666666667,0.0100141157
12,0.0102081732
12.0333333333,0.0105426227
12.0666666667,0.0110165681
12.1,0.011629014
12.1333333333,0.012378867
12.1666666667,0.0132649372
12.2,0.0142859388
12.2333333333,0.0154404922
12.2666666667,0.0167271247
12.3,0.0181442725
12.3333333333,0.019690282
12.3666666667,0.0213634118
12.4,0.0231618339
12.4333333333,0.0250836363
12.4666666667,0.027126824
12.5,0.0292893219
12.5333333333,0.0315689761
12.5666666667,0.0339635567
12.6,0.0364707592
12.6333333333,0.0390882077
12.6666666667,0.0418134562
12.7,0.0446439921
12.7333333333,0.0475772378
12.7666666667,0.0506105533
12.8,0.0537412394
12.8333333333,0.0569665396
12.8666666667,0.0602836431
12.9,0.0636896875
12.9333333333,0.0671817615
12.9666666667,0.0707569076
13,0.0744121253
13.0333333333,0.0781443737
13.0666666667,0.0819505742
13.1,0.085827614
13.1333333333,0.0897723487
13.1666666667,0.0937816052
13.2,0.097852185
13.2333333333,0.1019808672
13.2666666667,0.1061644113
13.3,0.1103995607
13.3333333333,0.1146830451
13.3666666667,0.1190115844
13.4,0.1233818912
13.4333333333,0.127790674
13.4666666667,0.1322346406
13.5,0.1367105007
13.5333333333,0.1412149694
13.5666666667,0.1457447699
13.6,0.1502966369
13.6333333333,0.1548673194
13.6666666667,0.1594535837
13.7,0.1640522166
13.7333333333,0.168660028
13.7666666667,0.1732738544
13.8,0.1778905612
13.8333333333,0.182507046
13.8666666667,0.187120241
13.9,0.1917271164
13.9333333333,0.1963246826
13.9666666667,0.2009099932
14,0.2054801476
14.0333333333,0.2100322934
14.0666666667,0.2145636292
14.1,0.2190714072
14.1333333333,0.2235529354
14.1666666667,0.2280055798
14.2,0.2324267673
14.2333333333,0.2368139874
14.2666666667,0.2411647946
14.3,0.2454768108
14.3333333333,0.2497477266
14.3666666667,0.2539753041
14.4,0.2581573783
14.4333333333,0.2622918591
14.4666666667,0.2663767328
14.5,0.2704100642
14.5333333333,0.2743899978
14.5666666667,0.2783147594
14.6,0.2821826576
14.6333333333,0.2859920852
14.6666666667,0.2897415199
14.7,0.2934295261
14.7333333333,0.2970547559
14.7666666667,0.3006159495
14.8,0.3041119366
14.8333333333,0.3075416371
14.8666666667,0.3109040617
14.9,0.3141983125
14.9333333333,0.3174235835
14.9666666667,0.3205791611
15,0.3236644243
15.0333333333,0.326678845
15.0666666667,0.3296219881
15.1,0.3324935115
15.1333333333,0.3352931661
15.1666666667,0.3380207956
15.2,0.3406763361
15.2333333333,0.3432598161
15.2666666667,0.3457713556
15.3,0.3482111661
15.3333333333,0.3505795494
15.3666666667,0.3528768972
15.4,0.3551036904
15.4333333333,0.3572604977
15.4666666667,0.3593479753
15.5,0.3613668649
15.5333333333,0.3633179937
15.5666666667,0.365202272
15.6,0.3670206925
15.6333333333,0.3687743288
15.6666666667,0.3704643336
15.7,0.3720919376
15.7333333333,0.3736584473
15.7666666667,0.3751652436
15.8,0.3766137798
15.8333333333,0.3780055798
15.8666666667,0.3793422361
15.9,0.3806254078
15.9333333333,0.3818568183
15.9666666667,0.3830382535
16,0.3841715591
16.0333333333,0.3852586387
16.0666666667,0.3863014512
16.1,0.3873020086
16.1333333333,0.3882623733
16.1666666667,0.3891846556
16.2,0.3900710115
16.2333333333,0.3909236395
16.2666666667,0.3917447785
16.3,0.3925367048
16.3333333333,0.3933017294
16.3666666667,0.3940421951
16.4,0.3947604743
16.4333333333,0.3954589652
16.4666666667,0.3961400898
16.5,0.3968062906
16.5333333333,0.3974600279
16.5666666667,0.3981037765
16.6,0.3987400233
16.6333333333,0.3993712639
16.6666666667,0.4
16.7,0.4006287361
16.7333333333,0.4012599767
16.7666666667,0.4018962235
16.8,0.4025399721
16.8333333333,0.4031937094
16.8666666667,0.4038599102
16.9,0.4045410348
16.9333333333,0.4052395257
16.9666666667,0.4059578049
17,0.4066982706
17.0333333333,0.4074632952
17.0666666667,0.4082552215
17.1,0.4090763605
17.1333333333,0.4099289885
17.1666666667,0.4108153444
17.2,0.4117376267
17.2333333333,0.4126979914
17.2666666667,0.4136985488
17.3,0.4147413613
17.3333333333,0.4158284409
17.3666666667,0.4169617465
17.4,0.4181431817
17.4333333333,0.4193745922
17.4666666667,0.4206577639
17.5,0.4219944202
17.5333333333,0.4233862202
17.5666666667,0.4248347564
17.6,0.4263415527
17.6333333333,0.4279080624
17.6666666667,0.4295356664
17.7,0.4312256712
17.7333333333,0.4329793075
17.7666666667,0.434797728
17.8,0.4366820063
17.8333333333,0.4386331351
17.8666666667,0.4406520247
17.9,0.4427395023
17.9333333333,0.4448963096
17.9666666667,0.4471231028
18,0.4494204506
18.0333333333,0.4517888339
18.0666666667,0.4542286444
18.1,0.4567401839
18.1333333333,0.4593236639
18.1666666667,0.4619792044
18.2,0.4647068339
18.2333333333,0.4675064885
18.2666666667,0.4703780119
18.3,0.473321155
18.3333333333,0.4763355757
18.3666666667,0.4794208389
18.4,0.4825764165
18.4333333333,0.4858016875
18.4666666667,0.4890959383
18.5,0.4924583629
18.5333333333,0.4958880634
18.5666666667,0.4993840505
18.6,0.5029452441
18.6333333333,0.5065704739
18.6666666667,0.5102584801
18.7,0.5140079148
18.7333333333,0.5178173424
18.7666666667,0.5216852406
18.8,0.5256100022
18.8333333333,0.5295899358
18.8666666667,0.5336232672
18.9,0.5377081409
18.9333333333,0.5418426217
18.9666666667,0.5460246959
19,0.5502522734
19.0333333333,0.5545231892
19.0666666667,0.5588352054
19.1,0.5631860126
19.1333333333,0.5675732327
19.1666666667,0.5719944202
19.2,0.5764470646
19.2333333333,0.5809285928
19.2666666667,0.5854363708
19.3,0.5899677066
19.3333333333,0.5945198524
19.3666666667,0.5990900068
19.4,0.6036753174
19.4333333333,0.6082728836
19.4666666667,0.612879759
19.5,0.617492954
19.5333333333,0.6221094388
19.5666666667,0.6267261456
19.6,0.631339972
19.6333333333,0.6359477834
19.6666666667,0.6405464163
19.7,0.6451326806
19.7333333333,0.6497033631
19.7666666667,0.6542552301
19.8,0.6587850306
19.8333333333,0.6632894993
19.8666666667,0.6677653594
19.9,0.672209326
19.9333333333,0.6766181088
19.9666666667,0.6809884156
20,0.6853169549
20.0333333333,0.6896004393
20.0666666667,0.6938355887
20.1,0.6980191328
20.1333333333,0.702147815
20.1666666667,0.7062183948
20.2,0.7102276513
20.2333333333,0.714172386
20.2666666667,0.7180494258
20.3,0.7218556263
20.3333333333,0.7255878747
20.3666666667,0.7292430924
20.4,0.7328182385
20.4333333333,0.7363103125
20.4666666667,0.7397163569
20.5,0.7430334604
20.5333333333,0.7462587606
20.5666666667,0.7493894467
20.6,0.7524227622
20.6333333333,0.7553560079
20.6666666667,0.7581865438
20.7,0.7609117923
20.7333333333,0.7635292408
20.7666666667,0.7660364433
20.8,0.7684310239
20.8333333333,0.7707106781
20.8666666667,0.772873176
20.9,0.7749163637
20.9333333333,0.7768381661
20.9666666667,0.7786365882
21,0.780309718
21.0333333333,0.7818557275
21.0666666667,0.7832728753
21.1,0.7845595078
21.1333333333,0.7857140612
21.1666666667,0.7867350628
21.2,0.787621133
21.2333333333,0.788370986
21.2666666667,0.7889834319
21.3,0.7894573773
21.3333333333,0.7897918268
21.3666666667,0.7899858843
21.4,0.7900387532
21.4333333333,0.789949738
21.4666666667,0.7897182449
21.5,0.7893437824
21.5333333333,0.7888259618
21.5666666667,0.7881644979
21.6,0.7873592095
21.6333333333,0.7864100195
21.6666666667,0.7853169549
21.7,0.7840801475
21.7333333333,0.7826998336
21.7666666667,0.7811763538
21.8,0.7795101529
21.8333333333,0.7777017798
21.8666666667,0.7757518871
21.9,0.7736612304
21.9333333333,0.7714306679
21.9666666667,0.7690611598
22,0.7665537674
22.0333333333,0.7639096524
22.0666666667,0.7611300758
22.1,0.7582163972
22.1333333333,0.7551700732
22.1666666667,0.7519926564
22.2,0.7486857944
22.2333333333,0.7452512279
22.2666666667,0.7416907894
22.3,0.738006402
22.3333333333,0.7342000771
22.3666666667,0.7302739133
22.4,0.726230094
22.4333333333,0.7220708863
22.4666666667,0.717798638
22.5,0.7134157764
22.5333333333,0.7089248061
22.5666666667,0.7043283061
22.6,0.6996289286
22.6333333333,0.6948293958
22.6666666667,0.6899324981
22.7,0.6849410911
22.7333333333,0.6798580937
22.7666666667,0.6746864852
22.8,0.6694293026
22.8333333333,0.6640896382
22.8666666667,0.6586706366
22.9,0.6531754922
22.9333333333,0.6476074462
22.9666666667,0.6419697838
23,0.6362658312
23.0333333333,0.630498953
23.0666666667,0.6246725489
23.1,0.6187900509
23.1333333333,0.6128549199
23.1666666667,0.6068706434
23.2,0.6008407317
23.2333333333,0.5947687153
23.2666666667,0.5886581413
23.3,0.5825125708
23.3333333333,0.5763355757
23.3666666667,0.5701307351
23.4,0.5639016328
23.4333333333,0.5576518536
23.4666666667,0.5513849807
23.5,0.545104592
23.5333333333,0.5388142575
23.5666666667,0.532517536
23.6,0.5262179718
23.6333333333,0.5199190919
23.6666666667,0.5136244028
23.7,0.5073373876
23.7333333333,0.5010615029
23.7666666667,0.4948001758
23.8,0.4885568008
23.8333333333,0.4823347375
23.8666666667,0.4761373069
23.9,0.4699677891
23.9333333333,0.4638294206
23.9666666667,0.4577253909
24,0.4516588406
24.0333333333,0.4456328582
24.0666666667,0.439650478
24.1,0.4337146768
24.1333333333,0.4278283723
24.1666666667,0.4219944202
24.2,0.4162156117
24.2333333333,0.4104946718
24.2666666667,0.4048342564
24.3,0.3992369506
24.3333333333,0.3937052667
24.3666666667,0.3882416417
24.4,0.3828484357
24.4333333333,0.3775279303
24.4666666667,0.3722823261
24.5,0.367113742
24.5333333333,0.3620242124
24.5666666667,0.357015687
24.6,0.3520900281
24.6333333333,0.3472490103
24.6666666667,0.3424943184
24.7,0.3378275469
24.7333333333,0.3332501983
24.7666666667,0.3287636828
24.8,0.3243693166
24.8333333333,0.3200683218
24.8666666667,0.3158618253
24.9,0.3117508583
24.9333333333,0.3077363558
24.9666666667,0.3038191559
25,0.3
25.0333333333,0.296279532
25.0666666667,0.2926582985
25.1,0.2891367487
25.1333333333,0.2857152344
25.1666666667,0.2823940101
25.2,0.2791732333
25.2333333333,0.2760529648
25.2666666667,0.2730331694
25.3,0.270113716
25.3333333333,0.2672943783
25.3666666667,0.2645748359
25.4,0.2619546747
25.4333333333,0.2594333879
25.4666666667,0.2570103771
25.5,0.2546849532
25.5333333333,0.2524563378
25.5666666667,0.2503236643
25.6,0.2482859792
25.6333333333,0.2463422435
25.6666666667,0.2444913344
25.7,0.2427320469
25.7333333333,0.2410630951
25.7666666667,0.2394831143
25.8,0.2379906628
25.8333333333,0.2365842236
25.8666666667,0.2352622065
25.9,0.2340229501
25.9333333333,0.2328647241
25.9666666667,0.231785731
26,0.230784109
26.0333333333,0.2298579336
26.0666666667,0.2290052205
26.1,0.2282239277
26.1333333333,0.2275119583
26.1666666667,0.2268671626
26.2,0.2262873408
26.2333333333,0.2257702461
26.2666666667,0.2253135865
26.3,0.2249150283
26.3333333333,0.2245721983
26.3666666667,0.2242826869
26.4,0.2240440508
26.4333333333,0.2238538157
26.4666666667,0.2237094796
26.5,0.223608515
26.5333333333,0.2235483726
26.5666666667,0.2235264837
26.6,0.2235402633
26.6333333333,0.2235871131
26.6666666667,0.2236644243
26.7,0.223769581
26.7333333333,0.2238999626
26.7666666667,0.2240529474
26.8,0.224225915
26.8333333333,0.2244162496
26.8666666667,0.224621343
26.9,0.2248385974
26.9333333333,0.2250654285
26.9666666667,0.2252992682
27,0.2255375677
27.0333333333,0.2257778003
27.0666666667,0.2260174643
27.1,0.2262540859
27.1333333333,0.2264852217
27.1666666667,0.2267084617
27.2,0.2269214322
27.2333333333,0.2271217979
27.2666666667,0.2273072653
27.3,0.2274755845
27.3333333333,0.2276245524
27.3666666667,0.2277520149
27.4,0.2278558693
27.4333333333,0.2279340669
27.4666666667,0.2279846151
27.5,0.2280055798
27.5333333333,0.2279950875
27.5666666667,0.2279513277
27.6,0.2278725545
27.6333333333,0.2277570892
27.6666666667,0.2276033218
27.7,0.2274097129
27.7333333333,0.2271747957
27.7666666667,0.2268971775
27.8,0.2265755416
27.8333333333,0.2262086484
27.8666666667,0.2257953373
27.9,0.2253345279
27.9333333333,0.2248252213
27.9666666667,0.2242665014
28,0.2236575359
28.0333333333,0.2229975774
28.0666666667,0.2222859643
28.1,0.221522122
28.1333333333,0.220705563
28.1666666667,0.2198358883
28.2,0.2189127874
28.2333333333,0.2179360392
28.2666666667,0.2169055121
28.3,0.2158211645
28.3333333333,0.2146830451
28.3666666667,0.2134912926
28.4,0.2122461361
28.4333333333,0.210947895
28.4666666667,0.2095969785
28.5,0.2081938857
28.5333333333,0.2067392052
28.5666666667,0.2052336144
28.6,0.203677879
28.6333333333,0.2020728529
28.6666666667,0.2004194764
28.7,0.1987187765
28.7333333333,0.1969718653
28.7666666667,0.1951799391
28.8,0.1933442775
28.8333333333,0.191466242
28.8666666667,0.1895472748
28.9,0.1875888976
28.9333333333,0.1855927098
28.9666666667,0.1835603873
29,0.1814936809
29.0333333333,0.1793944143
29.0666666667,0.1772644825
29.1,0.1751058502
29.1333333333,0.1729205495
29.1666666667,0.1707106781
29.2,0.1684783973
29.2333333333,0.1662259297
29.2666666667,0.1639555572
29.3,0.1616696184
29.3333333333,0.1593705067
29.3666666667,0.1570606677
29.4,0.1547425968
29.4333333333,0.1524188365
29.4666666667,0.1500919743
29.5,0.1477646396
29.5333333333,0.1454395014
29.5666666667,0.1431192656
29.6,0.140806672
29.6333333333,0.1385044917
29.6666666667,0.1362155242
29.7,0.1339425949
29.7333333333,0.1316885516
29.7666666667,0.1294562623
29.8,0.1272486116
29.8333333333,0.1250684982
29.8666666667,0.1229188317
29.9,0.1208025299
29.9333333333,0.1187225152
29.9666666667,0.1166817125
30,0.1146830451
30.0333333333,0.1127294326
30.0666666667,0.1108237873
30.1,0.1089690114
30.1333333333,0.1071679939
30.1666666667,0.1054236077
30.2,0.1037387065
30.2333333333,0.1021161217
30.2666666667,0.1005586595
30.3,0.0990690982
30.3333333333,0.0976501848
30.3666666667,0.0963046325
30.4,0.0950351175
30.4333333333,0.0938442763
30.4666666667,0.0927347029
30.5,0.091708946
30.5333333333,0.0907695062
30.5666666667,0.0899188333
30.6,0.0891593236
30.6333333333,0.0884933177
30.6666666667,0.0879230971
30.7,0.0874508826
30.7333333333,0.0870788313
30.7666666667,0.0868090342
30.8,0.0866435142
30.8333333333,0.0865842236
30.8666666667,0.0866330418
30.9,0.0867917734
30.9333333333,0.0870621461
30.9666666667,0.0874458083
31,0.0879443277
31.0333333333,0.0885591893
31.0666666667,0.0892917932
31.1,0.0901434537
31.1333333333,0.0911153968
31.1666666667,0.0922087594
31.2,0.0934245873
31.2333333333,0.0947638343
31.2666666667,0.0962273605
31.3,0.0978159314
31.3333333333,0.0995302166
31.3666666667,0.101370789
31.4,0.1033381237
31.4333333333,0.1054325971
31.4666666667,0.1076544865
31.5,0.110003969
31.5333333333,0.1124811215
31.5666666667,0.1150859196
31.6,0.1178182378
31.6333333333,0.120677849
31.6666666667,0.1236644243
31.7,0.1267775329
31.7333333333,0.1300166424
31.7666666667,0.1333811186
31.8,0.1368702258
31.8333333333,0.1404831274
31.8666666667,0.1442188859
31.9,0.1480764637
31.9333333333,0.1520547234
31.9666666667,0.156152429
32,0.1603682461
32.0333333333,0.1647007435
32.0666666667,0.1691483932
32.1,0.1737095726
32.1333333333,0.1783825648
32.1666666667,0.1831655601
32.2,0.1880566577
32.2333333333,0.1930538666
32.2666666667,0.1981551074
32.3,0.2033582139
32.3333333333,0.2086609348
32.3666666667,0.2140609351
32.4,0.2195557988
32.4333333333,0.2251430297
32.4666666667,0.2308200543
32.5,0.2365842236
32.5333333333,0.2424328149
32.5666666667,0.2483630347
32.6,0.2543720204
32.6333333333,0.2604568427
32.6666666667,0.2666145086
32.7,0.2728419631
32.7333333333,0.2791360922
32.7666666667,0.2854937254
32.8,0.2919116384
32.8333333333,0.2983865557
32.8666666667,0.3049151532
32.9,0.3114940614
32.9333333333,0.318119868
32.9666666667,0.3247891208
33,0.3314983305
33.0333333333,0.3382439739
33.0666666667,0.3450224968
33.1,0.3518303169
33.1333333333,0.3586638269
33.1666666667,0.3655193976
33.2,0.3723933812
33.2333333333,0.3792821139
33.2666666667,0.3861819194
33.3,0.3930891121
33.3333333333,0.4
33.3666666667,0.4069108879
33.4,0.4138180806
33.4333333333,0.4207178861
33.4666666667,0.4276066188
33.5,0.4344806024
33.5333333333,0.4413361731
33.5666666667,0.4481696831
33.6,0.4549775032
33.6333333333,0.4617560261
33.6666666667,0.4685016695
33.7,0.4752108792
33.7333333333,0.481880132
33.7666666667,0.4885059386
33.8,0.4950848468
33.8333333333,0.5016134443
33.8666666667,0.5080883616
33.9,0.5145062746
33.9333333333,0.5208639078
33.9666666667,0.5271580369
34,0.5333854914
34.0333333333,0.5395431573
34.0666666667,0.5456279796
34.1,0.5516369653
34.1333333333,0.5575671851
34.1666666667,0.5634157764
34.2,0.5691799457
34.2333333333,0.5748569703
34.2666666667,0.5804442012
34.3,0.5859390649
34.3333333333,0.5913390652
34.3666666667,0.5966417861
34.4,0.6018448926
34.4333333333,0.6069461334
34.4666666667,0.6119433423
34.5,0.6168344399
34.5333333333,0.6216174352
34.5666666667,0.6262904274
34.6,0.6308516068
34.6333333333,0.6352992565
34.6666666667,0.6396317539
34.7,0.643847571
34.7333333333,0.6479452766
34.7666666667,0.6519235363
34.8,0.6557811141
34.8333333333,0.6595168726
34.8666666667,0.6631297742
34.9,0.6666188814
34.9333333333,0.6699833576
34.9666666667,0.6732224671
35,0.6763355757
35.0333333333,0.679322151
35.0666666667,0.6821817622
35.1,0.6849140804
35.1333333333,0.6875188785
35.1666666667,0.689996031
35.2,0.6923455135
35.2333333333,0.6945674029
35.2666666667,0.6966618763
35.3,0.698629211
35.3333333333,0.7004697834
35.3666666667,0.7021840686
35.4,0.7037726395
35.4333333333,0.7052361657
35.4666666667,0.7065754127
35.5,0.7077912406
35.5333333333,0.7088846032
35.5666666667,0.7098565463
35.6,0.7107082068
35.6333333333,0.7114408107
35.6666666667,0.7120556723
35.7,0.7125541917
35.7333333333,0.7129378539
35.7666666667,0.7132082266
35.8,0.7133669582
35.8333333333,0.7134157764
35.8666666667,0.7133564858
35.9,0.7131909658
35.9333333333,0.7129211687
35.9666666667,0.7125491174
36,0.7120769029
36.0333333333,0.7115066823
36.0666666667,0.7108406764
36.1,0.7100811667
36.1333333333,0.7092304938
36.1666666667,0.708291054
36.2,0.7072652971
36.2333333333,0.7061557237
