Time_sec,Data
0,0.794961334781016
0.1,0.68944340013118
0.2,0.615555457825326
0.3,0.559852772513531
0.4,0.536685996744954
0.5,0.521062097549814
0.6,0.506951104833783
0.7,0.493416595850145
0.8,0.487740621910931
0.9,0.486517787842643
1,0.487901032754477
1.1,0.48094842406367
1.2,0.465263119740251
1.3,0.458419065101757
1.4,0.452022646243721
1.5,0.445138031702299
1.6,0.441902257662677
1.7,0.444235237006292
1.8,0.444927065510532
1.9,0.450353630154157
2,0.448833877178952
2.1,0.44738908832593
2.2,0.445727386205147
2.3,0.446075890539228
2.4,0.444924388475152
2.5,0.447947406849962
2.6,0.448614987130712
2.7,0.451047716696408
2.8,0.456465263542687
2.9,0.46415361449469
3,0.467965445745643
3.1,0.37890345436936
3.2,0.406076636924611
3.3,0.425856734852134
3.4,0.440974608982059
3.5,0.447510649041782
3.6,0.448583907622865
3.7,0.452746579393714
3.8,0.455279383056731
3.9,0.453637864361374
4,0.452310529823
4.1,0.450596080674571
4.2,0.448954113961821
4.3,0.451839031814666
4.4,0.452551931556936
4.5,0.45086504658498
4.6,0.451526287836238
4.7,0.449344957992304
4.8,0.448307563726245
4.9,0.449920128864508
5,0.450362074634555
5.1,0.452368919846481
5.2,0.452061055433529
5.3,0.452060094421596
5.4,0.451866193535587
5.5,0.451824282574057
5.6,0.453612206446628
5.7,0.453440571483159
5.8,0.453083445786276
5.9,0.452120660279791
6,0.449144094541439
6.1,0.448967279170034
6.2,0.459779491667921
6.3,0.455831093768368
6.4,0.453275326886292
6.5,0.451632015319187
6.6,0.451393261914359
6.7,0.451818698925786
6.8,0.451741972178798
6.9,0.451345723123461
7,0.447484719102744
7.1,0.448524949666378
7.2,0.447171894819065
7.3,0.447944289168857
7.4,0.447991271843294
7.5,0.448402520897353
7.6,0.449042721041537
7.7,0.449062665934565
7.8,0.448940678334025
7.9,0.449184010565192
8,0.448658934183816
8.1,0.446377655804888
8.2,0.446178713481169
8.3,0.446277359176103
8.4,0.44615355877474
8.5,0.445271429162186
8.6,0.444777346756643
8.7,0.44475887452138
8.8,0.44482323962634
8.9,0.445740635018109
9,0.446755961068688
9.1,0.447004201595744
9.2,0.44700861429382
9.3,0.446079899090611
9.4,0.446924395009998
9.5,0.447723972269959
9.6,0.448064882569161
9.7,0.448874967281838
9.8,0.448687263960182
9.9,0.44902254654633
10,0.453320752233086
10.1,0.453576343284943
10.2,0.452728024440809
10.3,0.452681140897625
10.4,0.452922617407667
10.5,0.452496984517427
10.6,0.451927492448092
10.7,0.45122600301229
10.8,0.448487195648129
10.9,0.444463796994997
11,0.446025694189842
11.1,0.442398844950478
11.2,0.441683346004996
11.3,0.438446986693434
11.4,0.435305698442731
11.5,0.432660402943237
11.6,0.432037775667744
11.7,0.423843772029315
11.8,0.422623991525257
11.9,0.41705270877722
12,0.412128999677656
12.1,0.406540318969795
12.2,0.403440107942753
12.3,0.40012574826
12.4,0.396471521580073
12.5,0.38978575028068
12.6,0.387228227061969
12.7,0.381682905876794
12.8,0.373190542144107
12.9,0.371320964251948
13,0.370469054262862
13.1,0.368140155990969
13.2,0.371327557141779
13.3,0.369925378540177
13.4,0.366276393092039
13.5,0.365199561429095
13.6,0.361601929071612
13.7,0.355305292166275
13.8,0.3492806690229
13.9,0.348441479342592
14,0.349878801567993
14.1,0.350303238401102
14.2,0.346056351776778
14.3,0.343588338063478
14.4,0.341504140356555
14.5,0.332465007678851
14.6,0.333262208097513
14.7,0.324213642463543
14.8,0.318461193227247
14.9,0.31523982217494
15,0.313603219405741
15.1,0.308904157476261
15.2,0.303008757214859
15.3,0.298649532189451
15.4,0.295608359163122
15.5,0.291285811253837
15.6,0.285649963172111
15.7,0.282899129576314
15.8,0.283567021709435
15.9,0.286429010748872
16,0.285187980072706
16.1,0.280831863666079
16.2,0.279280395395787
16.3,0.273070406299792
16.4,0.26834106239107
16.5,0.266639786094257
16.6,0.261023081951445
16.7,0.257989974834375
16.8,0.25415134992355
16.9,0.252677494157524
17,0.251045540255522
17.1,0.245754932415182
17.2,0.245171248960649
17.3,0.242634598208629
17.4,0.241513669403704
17.5,0.238623208706796
17.6,0.241560123897038
17.7,0.241166603032543
17.8,0.241790974178294
17.9,0.241271308591706
18,0.241200135208041
18.1,0.241831761981027
18.2,0.238006125052765
18.3,0.237803844081006
18.4,0.235674594349482
18.5,0.234321681082268
18.6,0.232889486539592
18.7,0.233358376410978
18.8,0.228440579680333
18.9,0.221311558072485
19,0.218394645425622
19.1,0.21240870636762
19.2,0.210857709421709
19.3,0.210287502390785
19.4,0.213518052535937
19.5,0.208955416812956
19.6,0.207281764864046
19.7,0.184945298888524
19.8,0.181383828239654
19.9,0.174273254306088
20,0.164339405596328
20.1,0.159120141514859
20.2,0.172451342103355
20.3,0.165140983718572
20.4,0.160177861365732
20.5,0.152699978067598
20.6,0.14323387172357
20.7,0.139042072477281
20.8,0.136311556730466
20.9,0.127219428820987
21,0.124372113364216
21.1,0.125005420558654
21.2,0.124596640477883
21.3,0.121163541506235
21.4,0.122535262044025
21.5,0.122421675204198
21.6,0.122354980019607
21.7,0.119677452369322
21.8,0.103320224971004
21.9,0.102110326873299
22,0.106290290311868
22.1,0.105251893140168
22.2,0.106818593056258
22.3,0.109099056817333
22.4,0.110426065161096
22.5,0.11063524566033
22.6,0.115488217346637
22.7,0.118533972909377
22.8,0.126397038569449
22.9,0.13121235075497
23,0.137438206732579
23.1,0.142509983794629
23.2,0.14665090397698
23.3,0.104001011917902
23.4,0.110962991611606
23.5,0.109584262315757
23.6,0.113825517321564
23.7,0.116334160650766
23.8,0.122669771520117
23.9,0.134474155179675
24,0.155961294774851
24.1,0.167474542984519
24.2,0.21149837118558
24.3,0.243062832290817
24.4,0.290802503412659
24.5,0.340544159174733
24.6,0.392566542632854
24.7,0.452727650000513
24.8,0.498401955161247
24.9,0.544992403750707
25,0.576846677553492
25.1,0.603775594024852
25.2,0.622781823567931
25.3,0.641172730711345
25.4,0.642472239831038
25.5,0.646099633536639
25.6,0.64835242965249
25.7,0.650950067994328
25.8,0.657326726745534
25.9,0.656860205600978
26,0.665646665272157
26.1,0.682817466164889
26.2,0.69864243931816
26.3,0.712661432184492
26.4,0.7228699498113
26.5,0.725962728352887
26.6,0.769463640624039
26.7,0.763225498922764
26.8,0.758344280843325
26.9,0.757968435487674
27,0.759130250558249
27.1,0.754866929457267
27.2,0.755279640610534
27.3,0.750699604599721
27.4,0.749967960480418
27.5,0.750137115821698
27.6,0.751586935768091
27.7,0.752383363154538
27.8,0.747894114700023
27.9,0.747335263199407
28,0.747443781867272
28.1,0.750265647556521
28.2,0.748569948857576
28.3,0.75133526890295
28.4,0.750933606794567
28.5,0.752612939923089
28.6,0.75387418106651
28.7,0.753840649018643
28.8,0.75394089700284
28.9,0.754316439043702
29,0.755932214858064
29.1,0.756056418913548
29.2,0.755818746232524
29.3,0.756231870745298
29.4,0.757714327426927
29.5,0.758463646275827
29.6,0.760926691566544
29.7,0.755870814864597
29.8,0.75665250666254
29.9,0.758284475989157
30,0.758173324945945
30.1,0.759441318722607
30.2,0.75484463574613
30.3,0.756127644718231
30.4,0.757491987680009
30.5,0.75874345624202
30.6,0.757902001757384
30.7,0.75816065059308
30.8,0.759095646373949
30.9,0.759669623778766
31,0.758361797417616
31.1,0.759000489435382
31.2,0.760546876342131
31.3,0.76004673715124
31.4,0.759711232306733
31.5,0.760321744180728
31.6,0.760968252515965
31.7,0.762055473588369
31.8,0.765221695297912
31.9,0.769141109639016
32,0.769190014047859
32.1,0.768211732256994
32.2,0.768706132725451
32.3,0.769716537145429
32.4,0.767892290548535
32.5,0.766999182173688
32.6,0.762920518156637
32.7,0.758426526928242
32.8,0.757989481639296
32.9,0.754278733196176
33,0.750399935182198
33.1,0.747064739019983
33.2,0.743328755616197
33.3,0.78466059588918
33.4,0.776665678644973
33.5,0.775362608072417
33.6,0.771796197792159
33.7,0.77043058448813
33.8,0.772114775863884
33.9,0.768971613005336
34,0.766433173594302
34.1,0.763941033091334
34.2,0.760650665837855
34.3,0.757296807568283
34.4,0.744756738133765
34.5,0.732827030893772
34.6,0.72809479829888
34.7,0.721019957774284
34.8,0.7074603644591
34.9,0.688681795887137
35,0.676631664575989
35.1,0.665173009350402
35.2,0.655185605276576
35.3,0.640595868061024
35.4,0.627094767590724
35.5,0.607932556645888
35.6,0.593209861124292
35.7,0.579244573251163
35.8,0.56042431063551
35.9,0.550671115002872
36,0.542929022467108
36.1,0.540441594212581
36.2,0.535925072669964
36.3,0.526200513699441
36.4,0.502678382236515
36.5,0.482875244163517
36.6,0.414111835233999
36.7,0.384547261724599
36.8,0.349952795693693
36.9,0.296553539573193
37,0.265671880882764
37.1,0.241034149890366
37.2,0.223038378949937
37.3,0.207723630952626
37.4,0.194738822547663
37.5,0.183089728071794
37.6,0.181520326326449
37.7,0.173164455438725
37.8,0.169781932424126
37.9,0.170000619326046
38,0.176890703183261
38.1,0.183133794583318
38.2,0.190788275164028
38.3,0.19290336495732
38.4,0.197733023509852
38.5,0.208600833392638
38.6,0.216117976082682
38.7,0.221311549120621
38.8,0.225443507745299
38.9,0.226728951945751
39,0.228936121510428
39.1,0.235948759120233
39.2,0.23805969779178
39.3,0.24089263052191
39.4,0.244549221531629
39.5,0.249886884422349
39.6,0.254617956363077
39.7,0.264961405894153
39.8,0.276314486420643
39.9,0.283084548414784
40,0.30021069065129
40.1,0.306282643437411
40.2,0.310011631829298
40.3,0.314159004319588
40.4,0.319848171126633
40.5,0.327861551606485
40.6,0.334077997168507
40.7,0.333566771918002
40.8,0.323131831847057
40.9,0.300740848944839
41,0.281585359197684
41.1,0.25681864059941
41.2,0.239504661217768
41.3,0.231535928815958
41.4,0.229632462024507
41.5,0.239688458325768
41.6,0.249593827309098
41.7,0.260351412692082
41.8,0.267641006377337
41.9,0.273869887788558
42,0.278875945889082
42.1,0.281161524625872
42.2,0.283759586835003
42.3,0.288683021984082
42.4,0.29244036280037
42.5,0.29637413045283
42.6,0.304359419692195
42.7,0.310907930708916
42.8,0.311073590612516
42.9,0.312051239841312
43,0.315274264133265
43.1,0.317146625498801
43.2,0.31937406908851
43.3,0.323014887799692
43.4,0.324545484214342
43.5,0.325222261745571
43.6,0.326099354768656
43.7,0.331721919764991
43.8,0.334550166671828
43.9,0.342696335373766
44,0.348795186724869
44.1,0.35450628385804
44.2,0.369925727735032
44.3,0.378815241869635
44.4,0.383229039941539
44.5,0.390000707050098
44.6,0.390182088883656
44.7,0.393515936590248
44.8,0.402787145753331
44.9,0.415592927008786
45,0.427243298039504
45.1,0.43825455426809
45.2,0.449455035505785
45.3,0.456077662963346
45.4,0.459550898873511
45.5,0.46255340588114
45.6,0.460042461425316
45.7,0.459595775939647
45.8,0.45528771135796
45.9,0.461358012745719
46,0.465604184258049
46.1,0.468096471188381
46.2,0.471567278420766
46.3,0.472164962937211
46.4,0.474876998975696
46.5,0.47771248529942
46.6,0.481662191253925
46.7,0.484179503107241
46.8,0.486632979170541
46.9,0.487045248374327
47,0.487416341428911
47.1,0.488385779053323
47.2,0.489187707729401
47.3,0.48983407705406
47.4,0.489322478698118
47.5,0.488812997257763
47.6,0.48959721771379
47.7,0.489525367233048
47.8,0.489429542708738
47.9,0.492948185853907
48,0.492038877139912
48.1,0.493191407475546
48.2,0.491716221003426
48.3,0.488123685088421
48.4,0.488258154112561
48.5,0.487711806392902
48.6,0.486973205975733
48.7,0.488906849897369
48.8,0.491641133237013
48.9,0.492235111564239
49,0.491908734294433
49.1,0.493583246874887
49.2,0.493746804859916
49.3,0.491849247502106
49.4,0.491925515508119
49.5,0.492815229395201
49.6,0.492520715358045
49.7,0.492198939016785
49.8,0.491803275711361
49.9,0.491637342975664
50,0.491594326436195
50.1,0.491283714033837
50.2,0.49437739000771
50.3,0.493523614465355
50.4,0.495570724053044
50.5,0.495991963100007
50.6,0.496191754776928
50.7,0.494056016177108
50.8,0.492249676730409
50.9,0.489431716428867
51,0.484536955356662
51.1,0.480168748883889
51.2,0.47823580537276
51.3,0.480884890768285
51.4,0.484884349672013
51.5,0.488033849079795
51.6,0.491378785080726
51.7,0.501804949279114
51.8,0.503109648282524
51.9,0.502662901954051
52,0.501207759587399
52.1,0.503445742233594
52.2,0.502725224816506
52.3,0.503170099840706
52.4,0.504061982792521
52.5,0.499039352174202
52.6,0.493171935785701
52.7,0.488752102964003
52.8,0.480463583645159
52.9,0.473888081732115
53,0.468828763744187
53.1,0.468239611097841
53.2,0.464034489526189
53.3,0.455020701277527
53.4,0.451265159520944
53.5,0.445779489011518
53.6,0.44521631935953
53.7,0.443291833519107
53.8,0.441044684133155
53.9,0.440191101609382
54,0.43736821068583
54.1,0.434743206310924
54.2,0.43292441846899
54.3,0.424468106220076
54.4,0.420902842535066
54.5,0.417267661052102
54.6,0.410381867916586
54.7,0.406260681940053
54.8,0.395887872696608
54.9,0.386529585330663
55,0.367399422463091
55.1,0.353303748038892
55.2,0.346643180983026
55.3,0.327630343507825
55.4,0.312898482321958
55.5,0.298915125895488
55.6,0.293295992986188
55.7,0.283128227750715
55.8,0.279707623978048
55.9,0.268973707955104
56,0.265649459984592
56.1,0.256702364940486
56.2,0.249958509713193
56.3,0.245815634698414
56.4,0.233641439810362
56.5,0.225155160551713
56.6,0.213993923250601
56.7,0.200364067385172
56.8,0.197301928165004
56.9,0.198113615406815
57,0.191826113830239
57.1,0.191692819692781
57.2,0.190877456454586
57.3,0.189715445431464
57.4,0.188411233275007
57.5,0.186312376792884
57.6,0.184238205321871
57.7,0.18377369273756
57.8,0.179808399252353
57.9,0.173650776330494
58,0.166269815796157
58.1,0.159419684135493
58.2,0.148444931131514
58.3,0.13887710357506
58.4,0.133431191272016
58.5,0.125586837532828
58.6,0.117707466033542
58.7,0.110363554329246
58.8,0.103487599214723
58.9,0.0906873584235696
59,0.0852012002905595
59.1,0.0841577857422905
59.2,0.0761522782188431
59.3,0.0577635785507084
59.4,0.0515864735232886
59.5,0.0538609564858549
59.6,0.0532318181061335
59.7,0.059439888546471
59.8,0.0556515570496789
59.9,0.0547813699531719
60,0.0538309052170148
60.1,0.0541937433771465
60.2,0.0495523349446313
60.3,0.0456496245022244
60.4,0.0399587307742999
60.5,0.0371946261343155
60.6,0.0347849941808113
60.7,0.0335934552723835
60.8,0.0328224544138484
60.9,0.0311957358323119
61,0.0305229788601844
61.1,0.0317943813339446
61.2,0.0372621692319929
61.3,0.039573108025626
61.4,0.0409964965507172
61.5,0.0434628889396803
61.6,0.0377533250542728
