Time_sec,Data
174.2,0.692
174.3,0.69
174.4,0.689
174.5,0.687
174.6,0.686
174.7,0.682
174.8,0.678
174.9,0.671
175,0.66
175.1,0.645
175.2,0.6325
175.3,0.62
175.4,0.607
175.5,0.5855
175.6,0.568
175.7,0.5545
175.8,0.536
175.9,0.5155
176,0.499
176.1,0.48
176.2,0.451
176.3,0.43
176.4,0.41
176.5,0.377
176.6,0.3285
176.7,0.284666666666667
176.8,0.256
176.9,0.235
177,0.207
177.1,0.168
177.2,0.1515
177.3,0.127
177.4,0.11
177.5,0.098
177.6,0.095
177.7,0.089
177.8,0.076
177.9,0.0104191693156157
