Time_sec,Data
21.9,0.891
22,0.895
22.1,0.895
22.2,0.898
22.3,0.901
22.4,0.899
22.5,0.892
22.6,0.883
22.7,0.877
22.8,0.8725
22.9,0.861
23,0.851
23.1,0.8405
23.2,0.829
23.3,0.818
23.4,0.802
23.5,0.78
23.6,0.7595
23.7,0.7225
23.8,0.6975
23.9,0.673
24,0.649
24.1,0.6315
24.2,0.587
24.3,0.5665
24.4,0.541
24.5,0.514
24.6,0.49
24.7,0.464
24.8,0.434
24.9,0.4145
25,0.39
25.1,0.374
25.2,0.357
25.3,0.336
25.4,0.314
25.5,0.291
25.6,0.28
25.7,0.271
25.8,0.253
25.9,0.2395
26,0.218
26.1,0.205
26.2,0.1885
26.3,0.1705
26.4,0.156
26.5,0.1505
26.6,0.146
26.7,0.1365
26.8,0.124
26.9,0.121
27,0.12
27.1,0.119
27.2,0.1185
27.3,0.118
27.4,0.1175
27.5,0.12
27.6,0.12
27.7,0.119
27.8,0.118
27.9,0.121
28,0.12
28.1,0.12
28.2,0.117
28.3,0.115
28.4,0.113
28.5,0.113
28.6,0.113
28.7,0.1285
28.8,0.129
28.9,0.128
29,0.124
29.1,0.117
29.2,0.1105
29.3,0.1
29.4,0.0955
29.5,0.091
29.6,0.084
29.7,0.076
29.8,0.0735
29.9,0.0665
30,0.0575
30.1,0.0555
30.2,0.029
30.3,0.025
30.4,0.021
30.5,0.018
30.6,0.016
30.7,0.013
30.8,0.007
30.9,0.003
31,0.001
31.1,0.001
31.2,0.002
31.3,0.002
31.4,0.002
31.5,0.003
31.6,0.006
31.7,0.011
31.8,0.019
31.9,0.03
32,0.0385
32.1,0.0535
32.2,0.072
32.3,0.084
32.4,0.096
32.5,0.117
32.6,0.136
32.7,0.154
32.8,0.172
32.9,0.1885
33,0.202
33.1,0.216
33.2,0.234
33.3,0.253
33.4,0.272
33.5,0.2995
33.6,0.324
33.7,0.346
33.8,0.367
33.9,0.386
34,0.4065
34.1,0.421
34.2,0.448
34.3,0.463
34.4,0.483
34.5,0.506
34.6,0.527
34.7,0.552
34.8,0.579
34.9,0.6025
35,0.6275
35.1,0.645
35.2,0.6745
35.3,0.708
35.4,0.739
35.5,0.77975
35.6,0.809
35.7,0.822
35.8,0.827
35.9,0.8345
36,0.845
36.1,0.854
36.2,0.8625
36.3,0.8835
36.4,0.888
36.5,0.89
36.6,0.892
36.7,0.893
36.8,0.894
36.9,0.897
37,0.895
37.1,0.888
37.2,0.889
37.3,0.887
37.4,0.881
37.5,0.868
37.6,0.853
37.7,0.843
37.8,0.8315
37.9,0.8195
38,0.803
38.1,0.7825
38.2,0.768
38.3,0.755
38.4,0.748
38.5,0.74
38.6,0.728
38.7,0.725
38.8,0.717
38.9,0.7005
39,0.6715
39.1,0.64
39.2,0.6285
39.3,0.6245
39.4,0.6225
39.5,0.623
39.6,0.62
39.7,0.614
39.8,0.615
39.9,0.613
40,0.612
40.1,0.611
40.2,0.612
40.3,0.616
40.4,0.6185
40.5,0.623
40.6,0.616
40.7,0.6135
40.8,0.608
40.9,0.5985
41,0.5915
41.1,0.588
41.2,0.585
41.3,0.583
41.4,0.58
41.5,0.575
41.6,0.569
41.7,0.561
41.8,0.5535
41.9,0.539
42,0.528
42.1,0.521
42.2,0.5095
42.3,0.492
42.4,0.4775
42.5,0.457
42.6,0.4375
42.7,0.4065
42.8,0.3805
42.9,0.366
43,0.344
43.1,0.3105
43.2,0.2735
43.3,0.237
43.4,0.202
43.5,0.1815
43.6,0.156
43.7,0.125
43.8,0.109
43.9,0.099
44,0.0815
44.1,0.069
44.2,0.0485
44.3,0.033
44.4,0.024
44.5,0.014
44.6,0.013
44.7,0.01
44.8,0.004
44.9,0.003
45,0.003
45.1,0.002
45.2,0.002
45.3,0.001
45.4,0
45.5,0
45.6,0
45.7,0
45.8,0
45.9,0
46,0
46.1,0
46.2,0
46.3,0.005
46.4,0.01
46.5,0.016
46.6,0.024
46.7,0.0285
46.8,0.0425
46.9,0.062
47,0.078
47.1,0.0975
47.2,0.112
47.3,0.1275
47.4,0.15
47.5,0.172
47.6,0.199
47.7,0.222
47.8,0.237
47.9,0.2575
48,0.2835
48.1,0.302
48.2,0.318
48.3,0.3325
48.4,0.356
48.5,0.377
48.6,0.4
48.7,0.418
48.8,0.429
48.9,0.4405
49,0.452
49.1,0.4585
49.2,0.471
49.3,0.4795
49.4,0.4815
49.5,0.4875
49.6,0.495
49.7,0.5
49.8,0.511
49.9,0.5185
50,0.524
50.1,0.528
50.2,0.53
50.3,0.53
50.4,0.524
50.5,0.5205
50.6,0.519
50.7,0.52
50.8,0.52
50.9,0.524
51,0.528
51.1,0.527
51.2,0.535
51.3,0.539
51.4,0.544
51.5,0.55
51.6,0.556
51.7,0.561
51.8,0.568
51.9,0.5745
52,0.5855
52.1,0.598
52.2,0.612
52.3,0.62
52.4,0.63
52.5,0.639
52.6,0.6505
52.7,0.662
52.8,0.675
52.9,0.693
53,0.712
53.1,0.7275
53.2,0.744
53.3,0.76
53.4,0.776
53.5,0.7935
53.6,0.805
53.7,0.816
53.8,0.83
53.9,0.847
54,0.858
54.1,0.869
54.2,0.875
54.3,0.885
54.4,0.8925
54.5,0.899
54.6,0.901
54.7,0.904
54.8,0.906
54.9,0.907
55,0.91
55.1,0.9115
55.2,0.915
55.3,0.9155
55.4,0.919
55.5,0.92
55.6,0.9155
55.7,0.9145
55.8,0.911
55.9,0.906
56,0.9
56.1,0.893
56.2,0.8795
56.3,0.858
56.4,0.832
56.5,0.811
56.6,0.791
56.7,0.7715
56.8,0.742
56.9,0.7145
57,0.688
57.1,0.64825
57.2,0.587
57.3,0.5575
57.4,0.534
57.5,0.505666666666667
57.6,0.4705
57.7,0.4445
57.8,0.41425
57.9,0.378166666666667
58,0.3455
58.1,0.3205
58.2,0.295
58.3,0.2695
58.4,0.2495
58.5,0.233
58.6,0.2185
58.7,0.2
58.8,0.183
58.9,0.18
59,0.173
59.1,0.16
59.2,0.147
59.3,0.131
59.4,0.116
59.5,0.11
59.6,0.105
59.7,0.097
59.8,0.0845
59.9,0.08
60,0.075
60.1,0.073
60.2,0.0705
60.3,0.072
60.4,0.077
60.5,0.081
60.6,0.085
60.7,0.085
60.8,0.082
60.9,0.0755
61,0.068
61.1,0.068
61.2,0.068
61.3,0.068
61.4,0.066
61.5,0.067
61.6,0.066
61.7,0.0675
61.8,0.066
61.9,0.069
62,0.072
62.1,0.073
62.2,0.0725
62.3,0.072
62.4,0.07
62.5,0.056
62.6,0.049
62.7,0.045
62.8,0.044
62.9,0.04
63,0.0355
63.1,0.032
63.2,0.028
63.3,0.02
63.4,0.016
63.5,0.009
63.6,0.008
63.7,0.0075
63.8,0.007
63.9,0.007
64,0.006
64.1,0.004
64.2,0.003
64.3,0.003
64.4,0.003
64.5,0.003
64.6,0.003
64.7,0.003
64.8,0.004
64.9,0.005
65,0.006
65.1,0.0065
65.2,0.01
65.3,0.014
65.4,0.017
65.5,0.03
65.6,0.0545
65.7,0.068
65.8,0.079
65.9,0.092
66,0.115
66.1,0.134
66.2,0.15
66.3,0.171
66.4,0.192
66.5,0.213
66.6,0.236333333333333
66.7,0.264
66.8,0.2905
66.9,0.318
67,0.34
67.1,0.3635
67.2,0.3975
67.3,0.42
67.4,0.437
67.5,0.464
67.6,0.497
67.7,0.524
67.8,0.5465
67.9,0.5735
68,0.597
68.1,0.615
68.2,0.6355
68.3,0.6525
68.4,0.67
68.5,0.687
68.6,0.7135
68.7,0.7455
68.8,0.776
68.9,0.799
69,0.8255
69.1,0.841
69.2,0.855
69.3,0.862
69.4,0.8685
69.5,0.877
69.6,0.886
69.7,0.891
69.8,0.899
69.9,0.908
70,0.909
70.1,0.908
70.2,0.908
70.3,0.909
70.4,0.905
70.5,0.895
70.6,0.888
70.7,0.879
70.8,0.866
70.9,0.8605
71,0.85
71.1,0.841
71.2,0.834
71.3,0.8175
71.4,0.789
71.5,0.7755
71.6,0.742
71.7,0.718
71.8,0.696
71.9,0.681
72,0.6725
72.1,0.67
72.2,0.666
72.3,0.6625
72.4,0.656
72.5,0.6545
72.6,0.649
72.7,0.642
72.8,0.639
72.9,0.636
73,0.636
73.1,0.635
73.2,0.635
73.3,0.635
73.4,0.633
73.5,0.631
73.6,0.627
73.7,0.626
73.8,0.625
73.9,0.616
74,0.61
74.1,0.608
74.2,0.605
74.3,0.601
74.4,0.596
74.5,0.5875
74.6,0.578
74.7,0.572
74.8,0.5695
74.9,0.567
75,0.5605
75.1,0.552
75.2,0.541
75.3,0.5205
75.4,0.503
75.5,0.488
75.6,0.477
75.7,0.4625
75.8,0.444
75.9,0.431
76,0.3995
76.1,0.376
76.2,0.352
76.3,0.326
76.4,0.309
76.5,0.297
76.6,0.278
76.7,0.255
76.8,0.238
76.9,0.225
77,0.213
77.1,0.19
77.2,0.168
77.3,0.145
77.4,0.129833333333333
77.5,0.110666666666667
77.6,0.104
77.7,0.097
77.8,0.081
77.9,0.073
78,0.072
78.1,0.07
78.2,0.067
78.3,0.067
78.4,0.067
78.5,0.046
78.6,0.016
78.7,0.023
78.8,0.028
78.9,0.018
79,0.017
79.1,0.015
79.2,0.015
79.3,0.017
79.4,0.016
79.5,0.014
79.6,0.011
79.7,0.01
79.8,0.01
79.9,0.0115
80,0.014
80.1,0.021
80.2,0.041
80.3,0.053
80.4,0.0705
80.5,0.087
80.6,0.11
80.7,0.1265
80.8,0.14
80.9,0.16
81,0.175
81.1,0.195
81.2,0.206
81.3,0.214
81.4,0.225
81.5,0.2375
81.6,0.2585
81.7,0.281
81.8,0.3065
81.9,0.325
82,0.342
82.1,0.359
82.2,0.37
82.3,0.3825
82.4,0.394
82.5,0.403
82.6,0.4135
82.7,0.418
82.8,0.422
82.9,0.428
83,0.433
83.1,0.441
83.2,0.444
83.3,0.4455
83.4,0.449
83.5,0.4505
83.6,0.455
83.7,0.459
83.8,0.461
83.9,0.462
84,0.466
84.1,0.469
84.2,0.474
84.3,0.481
84.4,0.492
84.5,0.508
84.6,0.515
84.7,0.5205
84.8,0.5265
84.9,0.535
85,0.548
85.1,0.563
85.2,0.573
85.3,0.5845
85.4,0.595
85.5,0.604
85.6,0.618
85.7,0.6315
85.8,0.647
85.9,0.661
86,0.6755
86.1,0.691
86.2,0.71
86.3,0.728
86.4,0.737
86.5,0.748
86.6,0.761
86.7,0.772
86.8,0.783
86.9,0.795
87,0.807
87.1,0.8185
87.2,0.8355
87.3,0.8455
87.4,0.8555
87.5,0.869
87.6,0.8805
87.7,0.895
87.8,0.906
87.9,0.917
88,0.927
88.1,0.931
88.2,0.9365
88.3,0.94
88.4,0.942
88.5,0.946
88.6,0.946
88.7,0.945
88.8,0.9475
88.9,0.948
89,0.943
89.1,0.932
89.2,0.922
89.3,0.9195
89.4,0.912
89.5,0.8965
89.6,0.877
89.7,0.8295
89.8,0.775
89.9,0.744
90,0.7165
90.1,0.6885
90.2,0.673
90.3,0.655
90.4,0.632
90.5,0.6205
90.6,0.604
90.7,0.59
90.8,0.575
90.9,0.562
91,0.532
91.1,0.5035
91.2,0.474
91.3,0.441
91.4,0.408
91.5,0.384
91.6,0.356
91.7,0.336
91.8,0.319
91.9,0.2975
92,0.275
92.1,0.259
92.2,0.2475
92.3,0.233
92.4,0.2125
92.5,0.1945
92.6,0.179
92.7,0.1665
92.8,0.146
92.9,0.133
93,0.127
93.1,0.125
93.2,0.119
93.3,0.117
93.4,0.113
93.5,0.105
93.6,0.098
93.7,0.095
93.8,0.091
93.9,0.09
94,0.087
94.1,0.086
94.2,0.084
94.3,0.083
94.4,0.084
94.5,0.085
94.6,0.085
94.7,0.085
94.8,0.084
94.9,0.083
95,0.083
95.1,0.0805
95.2,0.08
95.3,0.08
95.4,0.074
95.5,0.064
95.6,0.06
95.7,0.058
95.8,0.054
95.9,0.051
96,0.048
96.1,0.046
96.2,0.044
96.3,0.041
96.4,0.0365
96.5,0.032
96.6,0.03
96.7,0.028
96.8,0.022
96.9,0.017
97,0.0135
97.1,0.0125
97.2,0.011
97.3,0.011
97.4,0.013
97.5,0.013
97.6,0.01
97.7,0.002
97.8,0.002
97.9,0.002
98,0.002
98.1,0.002
98.2,0.0045
98.3,0.0145
98.4,0.028
98.5,0.038
98.6,0.061
98.7,0.0775
98.8,0.091
98.9,0.104
99,0.116
99.1,0.1265
99.2,0.14
99.3,0.153
99.4,0.166
99.5,0.187
99.6,0.21
99.7,0.2345
99.8,0.2545
99.9,0.2725
100,0.297
100.1,0.326
100.2,0.346333333333333
100.3,0.375
100.4,0.404
100.5,0.437
100.6,0.469
100.7,0.503
100.8,0.5345
100.9,0.5565
101,0.5865
101.1,0.603
101.2,0.6165
101.3,0.6355
101.4,0.653
101.5,0.666833333333333
101.6,0.682
101.7,0.7
101.8,0.7155
101.9,0.729
102,0.7425
102.1,0.75
102.2,0.757
102.3,0.76
102.4,0.778
102.5,0.779
102.6,0.783
102.7,0.786
102.8,0.791
102.9,0.792
103,0.793
103.1,0.795
103.2,0.797
103.3,0.798
103.4,0.796
103.5,0.794
103.6,0.794
103.7,0.793
103.8,0.791
103.9,0.786
104,0.782
104.1,0.779
104.2,0.7755
104.3,0.765
104.4,0.762
104.5,0.759
104.6,0.754
104.7,0.7505
104.8,0.744
104.9,0.733
105,0.727
105.1,0.723
105.2,0.715
105.3,0.71
105.4,0.6885
105.5,0.68
105.6,0.675
105.7,0.673
105.8,0.6665
105.9,0.658
106,0.656
106.1,0.6525
106.2,0.649
106.3,0.644
106.4,0.641
106.5,0.636
106.6,0.633
106.7,0.627
106.8,0.6255
106.9,0.624
107,0.623
107.1,0.623
107.2,0.619
107.3,0.614
107.4,0.609
107.5,0.604
107.6,0.601
107.7,0.595
107.8,0.588
107.9,0.5875
108,0.584
108.1,0.582
108.2,0.576
108.3,0.5605
108.4,0.555
108.5,0.55
108.6,0.5395
108.7,0.518
108.8,0.5095
108.9,0.494
109,0.476
109.1,0.461
109.2,0.4465
109.3,0.429
109.4,0.4105
109.5,0.392
109.6,0.376
109.7,0.3565
109.8,0.342
109.9,0.3295
110,0.309
110.1,0.299
110.2,0.277
110.3,0.2475
110.4,0.211
110.5,0.1885
110.6,0.173
110.7,0.153
110.8,0.1265
110.9,0.096
111,0.091
111.1,0.086
111.2,0.082
111.3,0.076
111.4,0.069
111.5,0.067
111.6,0.065
111.7,0.063
111.8,0.061
111.9,0.061
112,0.061
112.1,0.059
112.2,0.059
112.3,0.059
112.4,0.058
112.5,0.058
112.6,0.058
112.7,0.059
112.8,0.059
112.9,0.059
113,0.059
113.1,0.0385
113.2,0.0345
113.3,0.039
113.4,0.038
113.5,0.048
113.6,0.0535
113.7,0.0605
113.8,0.072
113.9,0.091
114,0.1135
114.1,0.132
114.2,0.148
114.3,0.17
114.4,0.188
114.5,0.203
114.6,0.2165
114.7,0.247
114.8,0.265
114.9,0.28
115,0.296
115.1,0.3115
115.2,0.326
115.3,0.3435
115.4,0.357
115.5,0.372
115.6,0.38
115.7,0.391
115.8,0.401
115.9,0.407
116,0.415
116.1,0.42
116.2,0.427
116.3,0.4455
116.4,0.4565
116.5,0.461
116.6,0.4655
116.7,0.478
116.8,0.482
116.9,0.485
117,0.488
117.1,0.49
117.2,0.491
117.3,0.493
117.4,0.495
117.5,0.4995
117.6,0.506
117.7,0.5115
117.8,0.52
117.9,0.528
118,0.533
118.1,0.5375
118.2,0.546
118.3,0.555
118.4,0.563
118.5,0.569
118.6,0.577
118.7,0.583
118.8,0.5895
118.9,0.6025
119,0.613
119.1,0.623
119.2,0.635
119.3,0.638
119.4,0.646
119.5,0.6585
119.6,0.675
119.7,0.683
119.8,0.692
119.9,0.699
120,0.709
120.1,0.716
120.2,0.7275
120.3,0.7355
120.4,0.7525
120.5,0.767
120.6,0.78
120.7,0.7935
120.8,0.8035
120.9,0.8205
121,0.841
121.1,0.852
121.2,0.8635
121.3,0.871
121.4,0.8795
121.5,0.887
121.6,0.891
121.7,0.895
121.8,0.898
121.9,0.9
122,0.902
122.1,0.907
122.2,0.909
122.3,0.91
122.4,0.906
122.5,0.895
122.6,0.893
122.7,0.887
122.8,0.875
122.9,0.861
123,0.85
123.1,0.843
123.2,0.833
123.3,0.8215
123.4,0.811
123.5,0.7965
123.6,0.763
123.7,0.74
123.8,0.722
123.9,0.691
124,0.665
124.1,0.6135
124.2,0.574
124.3,0.544
124.4,0.5225
124.5,0.495
124.6,0.46225
124.7,0.438
124.8,0.411
124.9,0.39
125,0.362
125.1,0.3335
125.2,0.317
125.3,0.3035
125.4,0.293
125.5,0.2785
125.6,0.259
125.7,0.248
125.8,0.238
125.9,0.228
126,0.2125
126.1,0.1935
126.2,0.187
126.3,0.176
126.4,0.17
126.5,0.165
126.6,0.163
126.7,0.1605
126.8,0.156
126.9,0.153
127,0.15
127.1,0.147
127.2,0.145
127.3,0.142
127.4,0.138
127.5,0.135
127.6,0.136
127.7,0.135
127.8,0.135
127.9,0.131
128,0.125
128.1,0.12
128.2,0.118
128.3,0.117
128.4,0.114
128.5,0.111
128.6,0.103
128.7,0.099
128.8,0.099
128.9,0.097
129,0.097
129.1,0.093
129.2,0.091
129.3,0.081
129.4,0.079
129.5,0.079
129.6,0.079
129.7,0.078
129.8,0.076
129.9,0.076
130,0.072
130.1,0.064
130.2,0.042
130.3,0.032
130.4,0.029
130.5,0.024
130.6,0.0225
130.7,0.022
130.8,0.022
130.9,0.021
131,0.018
131.1,0.015
131.2,0.015
131.3,0.014
131.4,0.014
131.5,0.014
131.6,0.0205
131.7,0.026
131.8,0.034
131.9,0.0395
132,0.05
132.1,0.059
132.2,0.071
132.3,0.097
132.4,0.116
132.5,0.135666666666667
132.6,0.171166666666667
132.7,0.196
132.8,0.206
132.9,0.223
133,0.241
133.1,0.2655
133.2,0.288
133.3,0.311
133.4,0.333
133.5,0.357
133.6,0.3755
133.7,0.392
133.8,0.4175
133.9,0.436
134,0.453
134.1,0.472
134.2,0.491
134.3,0.5145
134.4,0.564
134.5,0.578
134.6,0.596
134.7,0.612
134.8,0.6295
134.9,0.653
135,0.68
135.1,0.7
135.2,0.7205
135.3,0.7545
135.4,0.774666666666667
135.5,0.793
135.6,0.806
135.7,0.821
135.8,0.833
135.9,0.843
136,0.85
136.1,0.853
136.2,0.858
136.3,0.862
136.4,0.863
136.5,0.863
136.6,0.865
136.7,0.864
136.8,0.86
136.9,0.856
137,0.857
137.1,0.854
137.2,0.849
137.3,0.842
137.4,0.833
137.5,0.824
137.6,0.807
137.7,0.7895
137.8,0.784
137.9,0.778
138,0.771
138.1,0.755
138.2,0.724333333333333
138.3,0.7105
138.4,0.6975
138.5,0.6875
138.6,0.681
138.7,0.678
138.8,0.675
138.9,0.673
139,0.6665
139.1,0.6585
139.2,0.6555
139.3,0.652
139.4,0.65
139.5,0.649
139.6,0.648
139.7,0.647
139.8,0.646
139.9,0.647
140,0.6495
140.1,0.65
140.2,0.65
140.3,0.6505
140.4,0.651
140.5,0.652
140.6,0.651
140.7,0.649
140.8,0.647
140.9,0.646
141,0.647
141.1,0.646
141.2,0.643
141.3,0.635
141.4,0.63
141.5,0.616
141.6,0.601
141.7,0.588
141.8,0.581
141.9,0.573
142,0.563
142.1,0.552
142.2,0.536
142.3,0.5135
142.4,0.478166666666667
142.5,0.4345
142.6,0.399
142.7,0.383
142.8,0.361
142.9,0.345
143,0.331
143.1,0.314
143.2,0.296
143.3,0.271
143.4,0.2535
143.5,0.2315
143.6,0.218
143.7,0.202
143.8,0.183
143.9,0.163
144,0.143
144.1,0.109
144.2,0.092
144.3,0.079
144.4,0.06
144.5,0.052
144.6,0.0425
144.7,0.036
144.8,0.026
144.9,0.02
145,0.013
145.1,0.0045
145.2,0.002
145.3,0.001
145.4,0
145.5,0.001
145.6,0.001
145.7,0.001
145.8,0.001
145.9,0.001
146,0.001
146.1,0.001
146.2,0.001
146.3,0.001
146.4,0.002
146.5,0.004
146.6,0.006
146.7,0.013
146.8,0.028
146.9,0.047
147,0.058
147.1,0.08
147.2,0.1005
147.3,0.122
147.4,0.1425
147.5,0.173
147.6,0.1915
147.7,0.206
147.8,0.216
147.9,0.2225
148,0.23
148.1,0.2425
148.2,0.2555
148.3,0.274
148.4,0.293
148.5,0.306
148.6,0.3155
148.7,0.3415
148.8,0.359
148.9,0.369
149,0.381
149.1,0.388
149.2,0.393
149.3,0.397
149.4,0.401
149.5,0.4055
149.6,0.409
149.7,0.4125
149.8,0.418
149.9,0.423
150,0.429
150.1,0.435
150.2,0.444
150.3,0.449
150.4,0.454
150.5,0.455
150.6,0.457
150.7,0.463
150.8,0.466
150.9,0.47
151,0.475
151.1,0.481
151.2,0.489
151.3,0.5
151.4,0.506
151.5,0.5145
151.6,0.519
151.7,0.525
151.8,0.531
151.9,0.536
152,0.539
152.1,0.545
152.2,0.549
152.3,0.554
152.4,0.5615
152.5,0.565
152.6,0.577
152.7,0.584
152.8,0.602
152.9,0.6295
153,0.6635
153.1,0.6805
153.2,0.702
153.3,0.7125
153.4,0.721
153.5,0.731
153.6,0.7385
153.7,0.7475
153.8,0.756
153.9,0.7785
154,0.794
154.1,0.804
154.2,0.81
154.3,0.819
154.4,0.824
154.5,0.836
154.6,0.847
154.7,0.856
154.8,0.865
154.9,0.8735
155,0.877
155.1,0.886
155.2,0.89
155.3,0.893
155.4,0.881
155.5,0.8685
155.6,0.84625
155.7,0.838
155.8,0.8275
155.9,0.818
156,0.813
156.1,0.812
156.2,0.803
156.3,0.797
156.4,0.793
156.5,0.7835
156.6,0.774
156.7,0.766
156.8,0.757
156.9,0.744
157,0.725
157.1,0.705
157.2,0.673
157.3,0.6475
157.4,0.614
157.5,0.566
157.6,0.529
157.7,0.4975
157.8,0.4845
157.9,0.468
158,0.4495
158.1,0.427
158.2,0.408
158.3,0.382
158.4,0.359
158.5,0.343
158.6,0.33
158.7,0.311
158.8,0.2885
158.9,0.2775
159,0.259
159.1,0.24
159.2,0.223
159.3,0.191
159.4,0.170666666666667
159.5,0.155
159.6,0.1435
159.7,0.13
159.8,0.124
159.9,0.117
160,0.111
160.1,0.1045
160.2,0.097
160.3,0.095
160.4,0.094
160.5,0.092
160.6,0.091
160.7,0.093
160.8,0.093
160.9,0.091
161,0.09
161.1,0.091
161.2,0.091
161.3,0.0905
161.4,0.091
161.5,0.0905
161.6,0.09
161.7,0.091
161.8,0.092
161.9,0.093
162,0.092
162.1,0.091
162.2,0.091
162.3,0.089
162.4,0.085
162.5,0.0795
162.6,0.075
162.7,0.07
162.8,0.067
162.9,0.065
163,0.065
163.1,0.063
163.2,0.0565
163.3,0.048
163.4,0.036
163.5,0.0245
163.6,0.018
163.7,0.017
163.8,0.014
163.9,0.014
164,0.013
164.1,0.0055
164.2,0.002
164.3,0.002
164.4,0.002
164.5,0.009
164.6,0.0105
164.7,0.017
164.8,0.017
164.9,0.019
165,0.022
165.1,0.027
165.2,0.029
165.3,0.034
165.4,0.044
165.5,0.054
165.6,0.061
165.7,0.074
165.8,0.087
165.9,0.106
166,0.123
166.1,0.141
166.2,0.1595
166.3,0.177
166.4,0.1945
166.5,0.21
166.6,0.2305
166.7,0.248
166.8,0.265
166.9,0.283
167,0.3045
167.1,0.323
167.2,0.352
167.3,0.3795
167.4,0.402
167.5,0.423
167.6,0.444
167.7,0.4745
167.8,0.497
167.9,0.521
168,0.557
168.1,0.6
168.2,0.633
168.3,0.66
168.4,0.666
168.5,0.676
168.6,0.683
168.7,0.695
168.8,0.7075
168.9,0.714
169,0.727
169.1,0.741
169.2,0.745
169.3,0.7535
169.4,0.7635
169.5,0.7705
169.6,0.775
169.7,0.782
169.8,0.79
169.9,0.798
170,0.802
170.1,0.807
170.2,0.811
170.3,0.816
170.4,0.812
170.5,0.809
170.6,0.807
170.7,0.803
170.8,0.801
170.9,0.799
171,0.797
171.1,0.799
171.2,0.797
171.3,0.794
171.4,0.79
171.5,0.7885
171.6,0.784
171.7,0.772
171.8,0.762
171.9,0.753
172,0.749
172.1,0.744
172.2,0.7245
172.3,0.717
172.4,0.713
172.5,0.705
172.6,0.702
172.7,0.7
172.8,0.697
172.9,0.696
173,0.697
173.1,0.701
173.2,0.702
173.3,0.702
173.4,0.7015
173.5,0.698
173.6,0.694
173.7,0.695
173.8,0.702
173.9,0.702
174,0.7
174.1,0.694
