Time_sec,Data
0,0.0333554064628814
0.1,0.0316618494283722
0.2,0.0300191039557291
0.3,0.0287452327355014
0.4,0.0277508641383095
0.5,0.0271681422896349
0.6,0.0271072406324077
0.7,0.0172724113750931
0.8,0.0184906368306819
0.9,0.0196228515452905
1,0.0203985559755505
1.1,0.0209950137579774
1.2,0.0213776046419254
1.3,0.0214592546849346
1.4,0.0244456714435203
1.5,0.0244384286233297
1.6,0.0247068576990926
1.7,0.0246521437672734
1.8,0.0247022018170719
1.9,0.0246179571677248
2,0.0248991438031677
2.1,0.0244350444401588
2.2,0.0246348270419111
2.3,0.0247273651003177
2.4,0.0249095765926511
2.5,0.0250687811261983
2.6,0.0258425106776033
2.7,0.0263338826381239
2.8,0.0269430756242625
2.9,0.0275084657106135
3,0.0278095555792231
3.1,0.0282221732935408
3.2,0.0286542440860163
3.3,0.0286782427738996
3.4,0.0287957684483942
3.5,0.0289572965147977
3.6,0.0286559989380801
3.7,0.0286434308406783
3.8,0.0285104251223683
3.9,0.027922701508283
4,0.026970208622191
4.1,0.0256062645818147
4.2,0.0246307491379047
4.3,0.0239379946535517
4.4,0.0230654891368751
4.5,0.0227016464188113
4.6,0.0223973097942789
4.7,0.0219356465254107
4.8,0.0219783095185767
4.9,0.0217482598465951
5,0.020745349214712
5.1,0.020577824313138
5.2,0.0200441238949443
5.3,0.0193459361594616
5.4,0.0190963544876308
5.5,0.0186091353319987
5.6,0.0183933913659563
5.7,0.0181409106262577
5.8,0.0181421085831632
5.9,0.0181648797948791
6,0.0179522068732663
6.1,0.0172595285198259
6.2,0.017162699990673
6.3,0.0169428364043695
6.4,0.0169431726452887
6.5,0.016642641285009
6.6,0.0167323769463519
6.7,0.0166311083907699
6.8,0.0167058203070665
6.9,0.0167607226754231
7,0.0167886205561719
7.1,0.0167365818370724
7.2,0.0167942652665284
7.3,0.016718859406767
7.4,0.0166695725810051
7.5,0.0165790526199556
7.6,0.0165705809127009
7.7,0.0165371453446852
7.8,0.0163981958391124
7.9,0.0163576319544734
8,0.0162533307099469
8.1,0.0160506253637076
8.2,0.015927922491134
8.3,0.0155441066002012
8.4,0.0148193723369123
8.5,0.0144777968486358
8.6,0.0143144214089312
8.7,0.0138302716704123
8.8,0.0135315580422179
8.9,0.0138934199247198
9,0.01341916416535
9.1,0.0132856581938025
9.2,0.012917579435182
9.3,0.0123799469876976
9.4,0.0120181062309518
9.5,0.0114517784497165
9.6,0.0104458912578008
9.7,0.00947976061380119
9.8,0.0087723388973542
9.9,0.00835536751180455
10,0.00792459768487264
10.1,0.00748580162395349
10.2,0.00690963942304366
10.3,0.00661355714452108
10.4,0.00575179325971243
10.5,0.00545309851062806
10.6,0.00490708694041908
10.7,0.004140794342127
10.8,0.00363246832830886
10.9,0.00362620707981882
11,0.00343702918814681
11.1,0.0032671110456919
11.2,0.00260496304090945
11.3,0.000677003561502324
11.4,-0.00102981923605605
11.5,-0.00071362854221999
11.6,-0.000738532926532722
11.7,-0.000489693297654808
11.8,-0.000304118325905715
11.9,-0.000481057454350689
12,2.23303690954276e-05
12.1,0.000512792251731921
12.2,0.000374251851228494
12.3,0.000324178692163462
12.4,0.000165474543105171
12.5,3.83571184908233e-05
12.6,4.71261790211823e-05
12.7,-0.000114224477167246
12.8,-0.00026154599514488
12.9,-0.000208009937981414
13,-8.77561854297907e-05
13.1,0.00028007895953632
13.2,0.000599588065826397
13.3,0.000888677729773375
13.4,0.00118393076188386
13.5,0.00150425392275492
13.6,0.00187992799138727
13.7,0.0023397039143829
13.8,0.00276223407867615
13.9,0.00333375713648909
14,0.00389130059830316
14.1,0.00473945073142811
14.2,0.0058554713503009
14.3,0.00650447652040259
14.4,0.00769773920618113
14.5,0.00855965488018723
14.6,0.00928399746426194
14.7,0.0100404325099443
14.8,0.01121351540382
14.9,0.0123696855814154
15,0.0133420060546193
15.1,0.0140015732595989
15.2,0.0149739227229281
15.3,0.0154751619900565
15.4,0.0161728637491409
15.5,0.016721711039623
15.6,0.0172004398463731
15.7,0.0180561493771734
15.8,0.0186532428284169
15.9,0.0190476817567101
16,0.0194531291424243
16.1,0.0198803689392151
16.2,0.0199740322273453
16.3,0.0202470074288559
16.4,0.0206528559545366
16.5,0.0208354826041706
16.6,0.0210081008761197
16.7,0.0214185702108924
16.8,0.0216985565223277
16.9,0.0217035882275078
17,0.0218251741676814
17.1,0.0218771315582556
17.2,0.0217621176416242
17.3,0.0216677854138399
17.4,0.0217410850355709
17.5,0.022060661602102
17.6,0.0221622296408055
17.7,0.022027380935396
17.8,0.0222670902953451
17.9,0.0225891928977464
18,0.0229607960383508
18.1,0.0234033911659286
18.2,0.0233282779641179
18.3,0.0237107189627796
18.4,0.0239726054612209
18.5,0.0246534150902308
18.6,0.0251372871736311
18.7,0.0256761401731238
18.8,0.0265661228570046
18.9,0.0275409314393229
19,0.0285094463342411
19.1,0.0287415582386168
19.2,0.0291031138462021
19.3,0.0295972143818994
19.4,0.0301724836460642
19.5,0.0305589382932671
19.6,0.0308138132086426
19.7,0.0313860606505882
19.8,0.032244609742833
19.9,0.03294177358399
20,0.0336127318306906
20.1,0.0339466855929551
20.2,0.0344299108167658
20.3,0.0349205503290003
20.4,0.0358302880688698
20.5,0.0366940761112456
20.6,0.0372016754300195
20.7,0.0374635255590685
20.8,0.0379774989352582
20.9,0.0384490557367934
21,0.038513054484748
21.1,0.0386305238383048
21.2,0.0387506902159627
21.3,0.0389354744677361
21.4,0.0391051534666746
21.5,0.0394916714627962
21.6,0.03968384674891
21.7,0.0397717056351418
